#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
34,Pranveer Singh Institute of Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning, Information Technology)",Kanpur Nagar,"Kanpur - Agra - Delhi National Highway - 2, Bhauti, Kanpur, Uttar Pradesh 209305",+91-512-2696244 | info@psit.ac.in,https://www.psit.ac.in/,Uttar Pradesh
35,United College of Engineering & Research,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Prayagraj,"UPSIDC Industrial Area, Naini, Prayagraj, Uttar Pradesh 211010",+91-532-2686070 | info@united.ac.in,https://www.united.ac.in/,Uttar Pradesh
36,SRM Institute of Science and Technology NCR Campus,"B.Tech (Computer Science, Civil, Electrical & Electronics, Electronics & Communication, Mechanical)",Ghaziabad,"Delhi-Meerut Road, Modinagar, Ghaziabad, Uttar Pradesh 201204",+91-1232-234300 | admissions@srmist.edu.in,https://www.srmup.in/,Uttar Pradesh
37,IMS Engineering College,"B.Tech (Biotechnology, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning, Information Technology)",Ghaziabad,"NH-9, Adhyatmik Nagar, Near Dasna, Ghaziabad, Uttar Pradesh 201015",+91-120-3013800 | admissions@imsec.ac.in,https://www.imsec.ac.in/,Uttar Pradesh
38,Meerut Institute of Engineering and Technology,"B.Tech (Biotechnology, Chemical, Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Meerut,"NH-58, Delhi-Roorkee Highway, Baghpat Bypass Road Crossing, Meerut, Uttar Pradesh 250005",+91-121-2439019 | registrar@miet.ac.in,https://www.miet.ac.in/,Uttar Pradesh
39,IIMT College of Engineering,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning, Information Technology)",Meerut,"'O' Pocket, Ganga Nagar, Mawana Road, Meerut, Uttar Pradesh 250001",+91-120-2792700 | mail@iimtindia.net,https://www.iimtindia.net/,Uttar Pradesh
40,Babu Banarasi Das Institute of Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Ghaziabad,"7th Km. On NH-58, Delhi-Meerut Road Duhai, Ghaziabad, Uttar Pradesh 201206",+91-120-2675912 | director@bbdnitm.ac.in,https://www.bbdnitm.ac.in/,Uttar Pradesh
41,Raj Kumar Goel Institute of Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Ghaziabad,"5 Km Stone Delhi-Meerut Road, Ghaziabad, Uttar Pradesh 201003",+91-120-2788273 | info@rkgit.edu.in,https://www.rkgit.edu.in/,Uttar Pradesh
42,ITS Engineering College,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning)",Gautam Buddha Nagar,"46, Knowledge Park III, Greater Noida, Uttar Pradesh 201308",+91-120-2331000 | admissions.engr@its.edu.in,https://www.itsengg.edu.in/,Uttar Pradesh
43,Sharda University,"B.Tech (Biotechnology, Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning), MBA (Marketing, Finance, HR, Operations, International Business)",Gautam Buddha Nagar,"Plot No. 32-34, Knowledge Park III, Greater Noida, Uttar Pradesh 201310",+91-120-4570000 | admission@sharda.ac.in,https://www.sharda.ac.in/,Uttar Pradesh
44,Accurate Institute of Management and Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning, Information Technology)",Gautam Buddha Nagar,"49, Knowledge Park-III, Greater Noida, Uttar Pradesh 201306",+91-120-2328234 | info@accurate.in,https://www.accurate.in/,Uttar Pradesh
45,Dronacharya College of Engineering,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Gautam Buddha Nagar,"Knowledge Park-III, Greater Noida, Uttar Pradesh 201308",+91-120-2322022 | info@dronacharya.info,https://gnindia.dronacharya.info/,Uttar Pradesh
46,Maharaja Agrasen Institute of Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Ghaziabad,"NH-9, Adhyatmik Nagar, Dasna, Ghaziabad, Uttar Pradesh 201015",+91-120-6519518 | info@mait.ac.in,https://www.mait.ac.in/,Uttar Pradesh
47,Inderprastha Engineering College,"B.Tech (Civil, Computer Science, Electronics & Communication, Mechanical, Artificial Intelligence & Machine Learning, Information Technology)",Ghaziabad,"63 Site IV, Sahibabad Industrial Area, Surya Nagar Flyover Road Sahibabad, Ghaziabad, Uttar Pradesh 201010",+91-120-4535000 | admission@ipec.org.in,https://www.ipec.org.in/,Uttar Pradesh
48,Krishna Engineering College,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Ghaziabad,"95, Loni Road, Near Air Force Station-Hindon, Mohan Nagar, Ghaziabad, Uttar Pradesh 201007",+91-120-2657731 | kec@krishnacollege.ac.in,https://www.krishnacollege.ac.in/,Uttar Pradesh
49,SRM Institute of Science and Technology Ghaziabad,"B.Tech (Computer Science, Civil, Electrical & Electronics, Electronics & Communication, Mechanical)",Ghaziabad,"Delhi-Meerut Road, Modinagar, Ghaziabad, Uttar Pradesh 201204",+91-1232-234300 | admissions@srmist.edu.in,https://www.srmup.in/,Uttar Pradesh
50,Bharat Institute of Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Meerut,"NH-58, Partapur Bypass Road, Meerut, Uttar Pradesh 250103",+91-121-2440341 | bitmeerut@bitmeerut.edu.in,https://www.bitmeerut.edu.in/,Uttar Pradesh
51,Vidya College of Engineering,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Meerut,"Vidya Knowledge Park, Baghpat Road, Meerut, Uttar Pradesh 250002",+91-121-2439189 | registrar@vidya.edu.in,https://www.vidya.edu.in/,Uttar Pradesh
52,JP Institute of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Meerut,"Salarpur, Jalalpur, Mawana Road, Meerut, Uttar Pradesh 250001",+91-121-2623007 | info@jpinstitute.com,https://www.jpinstitute.com/,Uttar Pradesh
53,FIT Group of Institutions,"B.Tech (Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Meerut,"Green Park Institutional Area, NH-58, Delhi-Haridwar Bypass Road, Meerut, Uttar Pradesh 250103",+91-121-2439000 | info@fitmeerut.org,https://www.fitmeerut.org/,Uttar Pradesh
54,Dewan VS Institute of Engineering & Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical)",Meerut,"NH-58, Delhi Road, Partapur By Pass, Meerut, Uttar Pradesh 250103",+91-121-2440375 | info@dewaninstitutes.org,https://www.dewaninstitutes.com/,Uttar Pradesh
55,ABSS Institute of Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Meerut,"Mawana Road, Opp. Idea Refinery, Meerut, Uttar Pradesh 250001",+91-121-2622014 | info@abss.co.in,https://www.abss.edu.in/,Uttar Pradesh
56,Venkateshwara Institute of Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Meerut,"NH-58, Delhi-Roorkee, Bypass Road, Jatoli, Meerut, Uttar Pradesh 250001",+91-8859500706 | info@venkateshwaragroup.in,https://vit.ac.in/,Uttar Pradesh
57,Institute of Management Studies Noida,"PGDM / MBA (Marketing, Finance, HR, Operations, International Business, Business Analytics)",Gautam Buddha Nagar,"A-8B, IMS Campus Building, Sector-62, Noida, Uttar Pradesh 201303",+91-120-4798800 | info@imsnoida.com,https://imsnoida.com/,Uttar Pradesh
58,Lloyd Business School,"PGDM / MBA (Marketing, Finance, HR, Operations, Supply Chain Management, Business Analytics)",Gautam Buddha Nagar,"Plot No. 11, Knowledge Park II, Greater Noida, Uttar Pradesh 201306",+91-9873949494 | info@lloydcollege.in,https://www.lloydbusinessschool.edu.in/,Uttar Pradesh
59,Institute of Management Research and Technology,"MBA (Marketing, Finance, HR, Operations, International Business)",Lucknow,"Malhaur Railway Station Road, Chinhat, Lucknow, Uttar Pradesh 226028",+91-522-2727293 | info@imrt.edu.in,https://www.imrt.edu.in/,Uttar Pradesh
60,Sherwood College of Management,"MBA (Marketing, Finance, HR, Operations)",Lucknow,"Sector 25, Indira Nagar, Lucknow, Uttar Pradesh 226016",+91-522-2716590 | info@sherwoodindia.in,https://www.sherwoodindia.in/,Uttar Pradesh
61,Bansal Institute of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Lucknow,"Sitapur Road, Behind Sewa Hospital, Lucknow, Uttar Pradesh 226021",+91-522-2335600 | info@bansaliet.ac.in,https://www.bansaliet.in/,Uttar Pradesh
62,Goel Institute of Technology & Management,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Biotechnology)",Lucknow,"Faizabad Road, Near Indira Canal, Lucknow, Uttar Pradesh 226028",+91-9044069005 | info@goel.edu.in,https://goel.edu.in/,Uttar Pradesh
63,Rameshwaram Institute of Technology & Management,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Lucknow,"Govind Puram, Sitapur Road, Lucknow, Uttar Pradesh 226201",+91-522-2734771 | info@ritm.in,https://www.ritm.in/,Uttar Pradesh
64,Shri Ram Murti Smarak College of Engineering and Technology,"B.Tech (Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology), MBA (Marketing, Finance, HR)",Bareilly,"Ram Murti Puram, 13 Km. Bareilly-Nainital Road, Bareilly, Uttar Pradesh 243202",+91-581-2582701 | srms@srms.ac.in,https://www.srms.ac.in/,Uttar Pradesh
65,Rajshree Institute of Management and Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Bareilly,"16th Km, NH-30, Pilibhit Road, Bareilly, Uttar Pradesh 243122",+91-8475003851 | rimtbareilly@gmail.com,https://www.rajshree.ac.in/,Uttar Pradesh
66,ANA College of Engineering and Management Studies,"B.Tech (Civil, Computer Science, Electrical & Electronics, Mechanical, Information Technology)",Bareilly,"Agras Road, Bareilly, Uttar Pradesh 243501",+91-8475002645 | info@anacolleges.org,https://www.anacolleges.org/,Uttar Pradesh
67,Future Institute of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical)",Bareilly,"18th Milestone, NH-24, Bareilly-Lucknow Road, Near Faridpur, Bareilly, Uttar Pradesh 243503",+91-8475003854 | info@fiet.co.in,https://www.fiet.co.in/,Uttar Pradesh
68,Khandelwal College of Management Science and Technology,"MBA (Marketing, Finance, HR, Operations)",Bareilly,"14th Km Kalapur, P.O. Rajau, Bareilly, Uttar Pradesh 243123",+91-8475001600 | info@kcmtcollege.com,https://www.kcmtcollege.com/,Uttar Pradesh
69,Maharaja Agrasen College of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical)",Moradabad,"10th Km. Rampur Road (NH-24), Moradabad, Uttar Pradesh 244001",+91-591-6534043 | info@macet.co.in,https://www.macet.co.in/,Uttar Pradesh
70,Moradabad Institute of Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Chemical)",Moradabad,"Ram Ganga Vihar, Phase - II, Moradabad, Uttar Pradesh 244001",+91-591-2452412 | director@mitmoradabad.edu.in,https://www.mitmoradabad.edu.in/,Uttar Pradesh
71,Krishna College of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Moradabad,"Noorpur Road, Moradabad, Uttar Pradesh 244001",Not Available (after search),https://www.krishnacollege.ac.in/,Uttar Pradesh
72,Teerthanker Mahaveer College of Engineering,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Moradabad,"N.H.-24, Delhi Road, Moradabad, Uttar Pradesh 244001",+91-591-2360500 | admission@tmu.ac.in,https://www.tmu.ac.in/,Uttar Pradesh
73,Radha Govind Group of Institutions,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical)",Meerut,"Anuyogipuram, Garh Road, Near Medical College, Meerut, Uttar Pradesh 250004",+91-121-2600040 | info@rggimeerut.com,https://www.rggi.edu.in/,Uttar Pradesh
74,Delhi Institute of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Automobile)",Meerut,"5th Km Stone, Partapur Byepass Road (NH-58), Ghat Institutional Area, Meerut, Uttar Pradesh 250005",+91-121-2440375 | info@dietmeerut.ac.in,https://www.dietmeerut.ac.in/,Uttar Pradesh
75,JP Institute of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Meerut,"Salarpur, Jalalpur, Mawana Road, Meerut, Uttar Pradesh 250001",+91-121-2623007 | info@jpinstitute.com,https://www.jpinstitute.com/,Uttar Pradesh
76,Shrinathji Institute for Technical Education,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Automobile)",Meerut,"Ghat Road, Delhi-Roorkee Bypass NH-58, Meerut, Uttar Pradesh 250103",+91-121-2439101 | info@shrinathji.edu.in,https://www.shrinathji.edu.in/,Uttar Pradesh
77,Faculty of Engineering Shanti Niketan Trust's Group of Institutions,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical)",Meerut,"Meerut-Bijnore Road, Village-Ikhla, P.O. Rajpura, Meerut, Uttar Pradesh 250001",Not Available (after search),https://www.shantiniketan.ac.in/,Uttar Pradesh
78,Bansal Institute of Engineering & Technology,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Lucknow,"Sitapur Road, Behind Sewa Hospital, Lucknow, Uttar Pradesh 226021",+91-522-2335600 | info@bansaliet.ac.in,https://www.bansaliet.in/,Uttar Pradesh
79,School of Management Sciences Lucknow,"MBA (Marketing, Finance, HR, Operations)",Lucknow,"19th Kilometer Stone, Sultanpur Road, Kashimpur, Biruha Post - Banthra, Lucknow, Uttar Pradesh 226026",+91-9792633331 | info@smslucknow.com,https://www.smslucknow.com/,Uttar Pradesh
80,Sherwood College of Management,"MBA (Marketing, Finance, HR, Operations)",Lucknow,"Sector 25, Indira Nagar, Lucknow, Uttar Pradesh 226016",+91-522-2716590 | info@sherwoodindia.in,https://www.sherwoodindia.in/,Uttar Pradesh
81,Lucknow Institute of Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Lucknow,"Azadpuram, Adjacent CRPF Group Centre, Post Chandrawal, Bijnour-Banthara Road, Lucknow, Uttar Pradesh 226002",+91-522-2850015 | litlucknow@rediffmail.com,https://litlucknow.ac.in/,Uttar Pradesh
82,Babu Banarasi Das Northern India Institute of Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Lucknow,"Sector II, Dr. Akhilesh Das Nagar, Faizabad Road, Lucknow, Uttar Pradesh 226028",+91-522-3911000 | info@bbdnitm.ac.in,https://www.bbdnitm.ac.in/,Uttar Pradesh
83,Institute of Technology and Management Lucknow,"B.Tech (Civil, Computer Science, Electrical & Electronics, Electronics & Communication, Mechanical, Information Technology)",Lucknow,"NH-24, Sitapur Road, Bakshi Ka Talab, Lucknow, Uttar Pradesh 227202",+91-522-2366804 | info@itmlucknow.com,https://www.itmlucknow.com/,Uttar Pradesh
84,Azad Institute of Engineering and Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Biotechnology)",Lucknow,"Azad Puram, Chandrawal via Bangla Bazaar & Bijnour, Adjacent CRPF Group Centre, Lucknow, Uttar Pradesh 226002",+91-522-2817608 | info@aiet.ac.in,https://aiet.ac.in/,Uttar Pradesh
85,BN College of Engineering & Technology,"B.Tech (Civil, Computer Science, Electrical, Electronics & Communication, Mechanical, Information Technology)",Lucknow,"NH-24, Bakshi Ka Talab, Sitapur Road, Lucknow, Uttar Pradesh 227005",+91-9793445559 | info@bncollege.org.in,https://www.bncollege.org.in/,Uttar Pradesh
