#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
40,Government Engineering College Kishanganj,B.Tech,Kishanganj,"Kishanganj, Bihar 855107",Not Available (after search),Not Available (after search),Bihar
41,R.P Sharma Institute of Technology,B.Tech,Patna,"Saguna More, Khagaul Road, Danapur, Patna, Bihar",9798333308 | info@rpsit.org.in,https://www.rpsit.org.in/,Bihar
42,Buddha Institute of Technology,B.Tech,Gaya,"Industrial Area Gaya, NH-22, On Gaya- Dobhi Road, Gaya-823004 Bihar",9934044018 | bodhgayabit@gmail.com,https://www.bodhgayabit.org/,Bihar
43,Millia Institute of Technology,B.Tech,Purnia,"Rambagh, Purnea, Bihar- 854301",9939050813 | mitpur_rb07@yahoo.com,https://www.mitpurnia.org/,Bihar
44,Maulana Azad College of Engineering & Technology,B.Tech,Patna,"Neoraganj, Neora, Patna, Bihar-801113",0612-2250348 | contact@macet.net.in,https://www.macet.ac.in/,Bihar
45,Vidya Vihar Institute of Technology,B.Tech,Purnia,"Industrial Growth Centre, Maranga, Purnea, Bihar- 854301",7781005263 | vidyaviharit@gmail.com,https://www.vvit.org/,Bihar
46,Sityog Institute of Technology,B.Tech,Aurangabad,"Growth Center, Jasoiya More, Aurangabad, Bihar – 824102",9322698410 | sityogengg@yahoo.com,https://www.sityog.edu.in/,Bihar
47,Netaji Subhas Institute of Technology,B.Tech,Patna,"Amhara, Bihta, Patna-801106",7781020349 | deanadmin@nsiterp.in,https://www.nsit.in/,Bihar
48,Siwan College of Engineering and Management,B.Tech,Siwan,"Islamia Nagar, Surapur, Siwan- 841226 (Bihar)",9801919179 | admissioncell.scem@gmail.com,https://www.siwanengineeringcollege.in/,Bihar
49,Millia Kishanganj College of Engineering & Technology,B.Tech,Kishanganj,"Veriadangi, Kishanganj- 855107",9431076874 | kcet_ver10@yahoo.in,https://www.milliakcet.org/,Bihar
50,Adwatia Mission Institute of Technology,B.Tech,Banka,"Shiv Dham, Po- Maniyarpur, Via- Bounsi, Dist- Banka, Bihar- 813104",9771459011 | adwaitamission@gmail.com,https://www.amitshivdham.org/,Bihar
51,Mother's Institute Of technology,B.Tech,Patna,"AT- A-4, Mega Industrial Park, Lai Road, Opposite HPCL, Bihta, Patna, Bihar- 801103",7677771701 | mitbihta@gmail.com,https://www.mitbihta.org/,Bihar
52,Azmet Institute of Technology,B.Tech,Kishanganj,"At- Zafar Nagar, Anarkali, P.O.-Sohtha, P.S.- Kochadhaman, Dist- Kishanganj, Bihar -855107",9431076874 | azmetit@yahoo.co.in,https://www.azmetit.com/,Bihar
53,Vidyadaan Institute of Technology & Management,B.Tech,Buxar,"At- Ariaon, Dumraon, Buxar- 802119",9431088219 | vidyadaan@gmail.com,https://www.vidyadaan.org/,Bihar
54,Exalt College of Engineering & Technology,B.Tech,Vaishali,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
55,Patna Sahib College of Engineering & Technology,B.Tech,Vaishali,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
56,Chandragupt Institute of Management,PGDM,Patna,"Mithapur Institutional Area, Patna, Bihar 800001",0612-2366015,https://www.cimp.ac.in/,Bihar
57,Development Management Institute,PGDM,Patna,"Second Floor, Udyog Bhawan, East Gandhi Maidan, Patna, Bihar 800004",0612-2675180,https://www.dmi.ac.in/,Bihar
58,International School of Management Patna,PGDM,Patna,"Sarari-Usri Road, Sarari, Bihar 843119",0621-227588,https://www.ismpatna.ac.in/,Bihar
59,L N Mishra Institute of Economic Development and Social Change,MBA,Patna,"1, Bailey Road, Patna, Bihar 800001",0612-2505200,https://www.lnmipat.ac.in/,Bihar
60,L N Mishra College of Business Management,MBA,Muzaffarpur,"Bhagwanpur Chowk, Muzaffarpur, Bihar 842001",0621-2255905,https://www.lnmcbm.org/,Bihar
61,Vaishali Institute of Business and Rural Management,MBA,Muzaffarpur,"Institutional Area, Mithanpura, P.O. Ramna, Muzaffarpur, Bihar 842002",0621-2273020,https://www.vibrm.in/,Bihar
62,Catalyst Institute of Management and Advance Global Excellence,MBA,Patna,"Boring Road, Behind Krishna Apartment, Patna, Bihar 800001",0612-2541689,https://www.cimage.in/,Bihar
63,Indian Institute of Business Management,MBA,Patna,"Budh Marg, Patna, Bihar 800001",0612-2234815,https://www.iibm.in/,Bihar
64,Ambedkar Institute of Higher Education,MBA,Patna,"Danapur Cantt, Patna, Bihar 801503",06115-235080,https://www.aihe.in/,Bihar
65,Bradford International Business School,MBA,Patna,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
66,Ganga Global Institute of Management Studies,MBA,Begusarai,"Ramzanpur, Near Ganga Dairy, Begusarai, Bihar 851129",06243-243838,https://www.ggims.org/,Bihar
67,Chanakya College Of Higher Studies,MBA,Patna,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
68,K.K. University,PGDM,Nalanda,"Berauti, Nepura, Biharsharif, Nalanda, Bihar 803115",9264193451,https://www.kkuniversity.ac.in/,Bihar
69,Dr. C.V. Raman University,MBA,Vaishali,"Bafapur Banthu, Bhagwanpur, Vaishali, Bihar 844114",0621-2888900,https://www.cvrubihar.ac.in/,Bihar
70,Gopal Narayan Singh University,MBA,Sasaram,"Jamuhar, Sasaram, Bihar 821305",06184-281899,https://gnsu.ac.in/,Bihar
71,Magadh Professional Institute,MBA,Patna,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
72,Bindeshwar Singh College,MBA,Patna,"Danapur, Patna, Bihar 800012",0612-2561241,https://www.bscpatna.com/,Bihar
73,JD Women's College,MBA,Patna,"Bailey Road, Patna, Bihar 800023",0612-2280666,https://jdwcpatna.com/,Bihar
74,Bhuwaneshwari Dayal College,MBA,Patna,"Mithapur, Patna, Bihar 800001",0612-2230340,https://bdcollegepatna.com/,Bihar
75,Patna University,PGDM,Patna,"Ashok Rajpath, Patna, Bihar 800005",0612-2678008,https://pup.ac.in/,Bihar
76,Nalanda College,MBA,Biharsharif,"Biharsharif, Bihar 803101",06112-235261,https://nalandacollegebiharsharif.com/,Bihar
77,Gaya College,MBA,Gaya,"Rampur, Gaya, Bihar 823001",0631-2221944,https://gayacollege.ac.in/,Bihar
78,Birla Institute of Technology,MBA,Patna,"Near Patna Airport, Patna, Bihar 800014",0612-2223545,https://www.bitmesra.ac.in/,Bihar
79,Magadh University,MBA,Gaya,"Bodh Gaya, Gaya, Bihar 824234",0631-2200490,https://www.magadhuniversity.ac.in/,Bihar
80,Veer Kunwar Singh University,MBA,Arrah,"Arrah, Bihar 802301",06182-239369,https://vksu.ac.in/,Bihar
81,R.P. Sharma Institute of Technology,MBA,Patna,"Saguna More, Khagaul Road, Danapur, Patna, Bihar",9798333308,https://www.rpsit.org.in/,Bihar
82,Impact College,MBA,Patna,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
83,Millia Institute of Technology,MBA,Purnia,"Rambagh, Purnea, Bihar- 854301",9939050813,https://www.mitpurnia.org/,Bihar
84,Indian Institute of Business Management,MBA,Patna,"Budh Marg, Patna, Bihar 800001",0612-2234815,https://www.iibm.in/,Bihar
85,Sachchidanand Sinha College,MBA,Aurangabad,"Aurangabad, Bihar 824102",06186-223144,https://www.ss college.co.in/,Bihar
86,Development Management Institute,PGDM,Patna,"Second Floor, Udyog Bhawan, East Gandhi Maidan, Patna, Bihar 800004",0612-2675180,https://www.dmi.ac.in/,Bihar
87,Ambedkar Institute of Higher Education,MBA,Patna,"Danapur Cantt, Patna, Bihar 801503",06115-235080,https://www.aihe.in/,Bihar
88,K.K. University,PGDM,Nalanda,"Berauti, Nepura, Biharsharif, Nalanda, Bihar 803115",9264193451,https://www.kkuniversity.ac.in/,Bihar
89,Dr. C.V. Raman University,PGDM,Vaishali,"Bafapur Banthu, Bhagwanpur, Vaishali, Bihar 844114",0621-2888900,https://www.cvrubihar.ac.in/,Bihar
90,Ganga Global Institute of Management Studies,MBA,Begusarai,"Ramzanpur, Near Ganga Dairy, Begusarai, Bihar 851129",06243-243838,https://www.ggims.org/,Bihar
91,Chanakya College Of Higher Studies,MBA,Patna,Not Available (after search),Not Available (after search),Not Available (after search),Bihar
92,Aryabhatta Knowledge University,MBA,Patna,"Mithapur Farm Area, Mithapur, Patna, Bihar 800001",0612-2351919,https://akubihar.ac.in/,Bihar
93,L. N. Mishra College of Business Management,MBA,Muzaffarpur,"Bhagwanpur Chowk, Muzaffarpur, Bihar 842001",0621-2255905,https://www.lnmcbm.org/,Bihar
94,Vaishali Institute of Business and Rural Management,MBA,Muzaffarpur,"Institutional Area, Mithanpura, P.O. Ramna, Muzaffarpur, Bihar 842002",0621-2273020,https://www.vibrm.in/,Bihar
95,Catalyst Institute of Management and Advance Global Excellence,MBA,Patna,"Boring Road, Behind Krishna Apartment, Patna, Bihar 800001",0612-2541689,https://www.cimage.in/,Bihar
96,International School of Management,PGDM,Patna,"Sarari-Usri Road, Sarari, Bihar 843119",0621-227588,https://www.ismpatna.ac.in/,Bihar
97,L. N. Mishra Institute of Economic Development and Social Change,MBA,Patna,"1, Bailey Road, Patna, Bihar 800001",0612-2505200,https://www.lnmipat.ac.in/,Bihar
98,Patna University,PGDM,Patna,"Ashok Rajpath, Patna, Bihar 800005",0612-2678008,https://pup.ac.in/,Bihar
99,Nalanda College,MBA,Biharsharif,"Biharsharif, Bihar 803101",06112-235261,https://nalandacollegebiharsharif.com/,Bihar
100,Gaya College,MBA,Gaya,"Rampur, Gaya, Bihar 823001",0631-2221944,https://gayacollege.ac.in/,Bihar
