#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
12,Aurora's Group of Institutions,B.Tech,Medchal-Malkajgiri,"Aushapur, Hyderabad, Telangana 501301",040-27201507 | principal@aurora.in,https://www.aurora.in/,Telangana
13,Geethanjali College of Engineering and Technology,B.Tech,Medchal-Malkajgiri,"Cheeryal, Hyderabad, Telangana 501301",040-31001617 | info@geethanjaliinstitutions.com,https://www.geethanjaliinstitutions.com/engineering/,Telangana
14,Holy Mary Institute of Technology,B.Tech,Medchal-Malkajgiri,"Bogaram, Hyderabad, Telangana 501301",08415-200488 | principal@hmgi.ac.in,https://www.hmgi.ac.in/,Telangana
15,Vignan Institute of Management and Technology for Women,B.Tech,Medchal-Malkajgiri,"Kondapur, Hyderabad, Telangana 501301",09652910002 | principal@vmtw.in,https://www.vmtw.in/,Telangana
16,Samskruti College of Engineering and Technology,B.Tech,Medchal-Malkajgiri,"Kondapur, Hyderabad, Telangana 501301",040-66331116 | principal@samskruti.ac.in,https://samskruti.ac.in/,Telangana
17,Princeton Institute of Engineering and Technology,B.Tech,Medchal-Malkajgiri,"Ankushapur, Hyderabad, Telangana 501301",09246159269 | principal@piet.co.in,https://www.piet.co.in/,Telangana
18,Anurag Group of Institutions,B.Tech,Medchal-Malkajgiri,"Venkatapur, Hyderabad, Telangana 500088",040-23356779 | info@anurag.edu.in,https://anurag.edu.in/,Telangana
19,Sreenidhi Institute of Science and Technology,B.Tech,Medchal-Malkajgiri,"Yamnampet, Hyderabad, Telangana 501301",040-27631236 | info@sreenidhi.edu.in,https://www.sreenidhi.edu.in/,Telangana
20,Kommuri Pratap Reddy Institute of Technology,B.Tech,Medchal-Malkajgiri,"Ghanpur, Hyderabad, Telangana 500088",040-23300937 | principal@kpritech.ac.in,https://www.kpritech.ac.in/,Telangana
21,Nalla Narasimha Reddy Education Society's Group of Institutions,B.Tech,Medchal-Malkajgiri,"Korremula X Road, Hyderabad, Telangana 500088",08415-255777 | principal@nnrg.edu.in,https://www.nnrg.edu.in/,Telangana
22,Nalla Malla Reddy Engineering College,B.Tech,Medchal-Malkajgiri,"Divyanagar, Hyderabad, Telangana 500088",08415-256001 | info@nmrec.edu.in,https://www.nmrec.edu.in/,Telangana
23,Megha Institute of Engineering and Technology for Women,B.Tech,Medchal-Malkajgiri,"Edulabad, Hyderabad, Telangana 501301",09154212727 | principal@meghaengg.co.in,https://www.meghaengg.co.in/,Telangana
24,Birla Institute of Technology and Science Pilani,B.Tech,Hyderabad,"Shamirpet, Hyderabad, Telangana 500078",040-66303801 | admissions@hyderabad.bits-pilani.ac.in,https://www.bits-pilani.ac.in/hyderabad/,Telangana
25,University of Hyderabad,B.Tech,Hyderabad,"Gachibowli, Hyderabad, Telangana 500046",040-23130000 | registrar@uohyd.ac.in,https://uohyd.ac.in/,Telangana
26,Kakatiya University,B.Tech,Warangal,"Vidyaranyapuri, Warangal, Telangana 506009",0870-2439966 | registrar@ku.ac.in,https://www.kakatiya.ac.in/,Telangana
27,Osmania University,B.Tech,Hyderabad,"Amberpet, Hyderabad, Telangana 500007",040-27682444 | registrar@osmania.ac.in,https://www.osmania.ac.in/,Telangana
28,DVR College of Engineering and Technology,B.Tech,Sangareddy,"Kashipur, Sangareddy, Telangana 502285",08455-231961 | principal@dvrcollege.com,https://dvrcet.ac.in/,Telangana
29,Kakatiya Institute of Technology and Science,B.Tech,Warangal,"Bheemaram, Warangal, Telangana 506345",0870-2564888 | principal.kitswgl@gmail.com,https://www.kitsw.ac.in/,Telangana
30,Gandhi Institute of Technology and Management Hyderabad Campus,B.Tech,Sangareddy,"Rudraram, Sangareddy, Telangana 502329",08455-220556 | registrar@gitam.edu,https://www.gitam.edu/hyderabad,Telangana
31,MNR College of Engineering and Technology,B.Tech,Sangareddy,"MNR Nagar, Fasalwadi, Sangareddy, Telangana 502294",08455-230672 | principal@mnrindia.org,https://www.mnrindia.org/,Telangana
32,Chaitanya Bharathi Institute of Technology,B.Tech,Ranga Reddy,"Gandipet, Hyderabad, Telangana 500075",040-24193276 | principal@cbit.ac.in,https://www.cbit.ac.in/,Telangana
33,MLR Institute of Technology,B.Tech,Medchal-Malkajgiri,"Dundigal, Hyderabad, Telangana 500043",08418-204066 | principal@mlrinstitutions.ac.in,https://www.mlrinstitutions.ac.in/,Telangana
34,Sridevi Women's Engineering College,B.Tech,Ranga Reddy,"Vattinagulapally, Hyderabad, Telangana 500075",08413-234333 | principal@swec.ac.in,https://www.swec.ac.in/,Telangana
35,Vasavi College of Engineering,B.Tech,Ranga Reddy,"Ibrahimbagh, Hyderabad, Telangana 500031",040-23146003 | principal@vce.ac.in,https://www.vce.ac.in/,Telangana
36,Bandari Srinivas Institute of Technology,B.Tech,Ranga Reddy,"Gollapally, Chevella, Telangana 501503",08417-243188 | principal@bsit.org.in,https://bsit.org.in/,Telangana
37,KG Reddy College of Engineering and Technology,B.Tech,Ranga Reddy,"Chilkur, Moinabad, Telangana 501504",09502024433 | principal@kgr.ac.in,https://www.kgr.ac.in/,Telangana
38,Vardhaman College of Engineering,B.Tech,Ranga Reddy,"Shamshabad, Hyderabad, Telangana 501218",08413-253335 | principal@vardhaman.org,https://vardhaman.org/,Telangana
39,Maturi Venkata Subba Rao Engineering College,B.Tech,Ranga Reddy,"Nadergul, Hyderabad, Telangana 501510",08415-245180 | principal@mvsrec.edu.in,https://mvsrec.edu.in/,Telangana
40,Aurora's Technological and Research Institute,B.Tech,Hyderabad,"Parvathapur, Uppal, Hyderabad, Telangana 500098",040-27201505 | principal@atri.edu.in,https://www.atri.edu.in/,Telangana
41,Nalla Malla Reddy Engineering College,B.Tech,Medchal-Malkajgiri,"Divyanagar, Hyderabad, Telangana 500088",08415-256001 | info@nmrec.edu.in,https://www.nmrec.edu.in/,Telangana
42,Matrusri Engineering College,B.Tech,Hyderabad,"Saidabad, Hyderabad, Telangana 500059",040-24072764 | principal@matrusri.edu.in,https://matrusri.edu.in/,Telangana
43,Deccan College of Engineering and Technology,B.Tech,Hyderabad,"Dar-Us-Salam, Aghapura, Hyderabad, Telangana 500001",040-24802634 | principal@deccancollege.ac.in,https://deccancollege.ac.in/,Telangana
44,G Narayanamma Institute of Technology and Science,B.Tech,Hyderabad,"Shaikpet, Hyderabad, Telangana 500104",040-29565856 | principal@gnits.ac.in,https://www.gnits.ac.in/,Telangana
45,Islamia College of Engineering and Technology,B.Tech,Hyderabad,"Chandrayangutta, Hyderabad, Telangana 500005",Not Available (after search),https://islengg.ac.in/,Telangana
46,Keshav Memorial Institute of Technology,B.Tech,Hyderabad,"Narayanguda, Hyderabad, Telangana 500029",040-23261407 | principal@kmit.in,https://www.kmit.in/,Telangana
47,Methodist College of Engineering and Technology,B.Tech,Hyderabad,"Abids, Hyderabad, Telangana 500001",040-24755955 | principal@methodist.edu.in,https://methodist.edu.in/,Telangana
48,Shadan Women's College of Engineering and Technology,B.Tech,Hyderabad,"Khairatabad, Hyderabad, Telangana 500004",040-66667862 | principal@swcet.in,https://swcet.in/,Telangana
49,Stanley College of Engineering and Technology for Women,B.Tech,Hyderabad,"Abids, Hyderabad, Telangana 500001",040-23234880 | principal@stanley.edu.in,https://www.stanley.edu.in/,Telangana
50,Abhinav Hi-Tech College of Engineering and Technology,B.Tech,Ranga Reddy,"Himayathnagar, Hyderabad, Telangana 500075",Not Available (after search),Not Available (after search),Telangana
51,Joginpally B R Engineering College,B.Tech,Ranga Reddy,"Yenkapally, Hyderabad, Telangana 500075",08413-235054 | principal@jbrec.edu.in,https://www.jbrec.edu.in/,Telangana
52,JB Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Yenkapally, Hyderabad, Telangana 500075",08413-235127 | principal@jbiet.edu.in,https://www.jbiet.edu.in/,Telangana
53,Lords Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Himayathsagar, Hyderabad, Telangana 500091",040-65354839 | principal@lords.ac.in,https://www.lords.ac.in/,Telangana
54,St. Martins Engineering College,B.Tech,Ranga Reddy,"Dhulapally, Secunderabad, Telangana 500100",08418-232555 | principal@smec.ac.in,https://www.smec.ac.in/,Telangana
55,CMR Engineering College,B.Tech,Medchal-Malkajgiri,"Kandlakoya, Hyderabad, Telangana 501401",08418-200699 | principal@cmrec.ac.in,https://www.cmrec.ac.in/,Telangana
56,CMR Technical Campus,B.Tech,Medchal-Malkajgiri,"Kandlakoya, Hyderabad, Telangana 501401",08418-200037 | principal@cmrtc.ac.in,https://www.cmrtc.ac.in/,Telangana
57,Malla Reddy Engineering College,B.Tech,Medchal-Malkajgiri,"Maisammaguda, Hyderabad, Telangana 500100",040-64634234 | principal@mrec.ac.in,https://mrec.ac.in/,Telangana
58,Hyderabad Institute of Technology and Management,B.Tech,Medchal-Malkajgiri,"Gowdavelly, Hyderabad, Telangana 501401",08418-200065 | principal@hitam.org,https://hitam.org/,Telangana
59,CMR Institute of Technology,B.Tech,Medchal-Malkajgiri,"Kandlakoya, Hyderabad, Telangana 501401",08418-200699 | principal@cmritonline.ac.in,https://www.cmritonline.ac.in/,Telangana
60,CMR Engineering College,B.Tech,Medchal-Malkajgiri,"Kandlakoya, Hyderabad, Telangana 501401",Not Available (after search),https://www.cmrec.ac.in/,Telangana
61,Gokaraju Rangaraju Institute of Engineering and Technology,B.Tech,Medchal-Malkajgiri,"Bachupally, Hyderabad, Telangana 500090",040-65864440 | principal@griet.ac.in,https://www.griet.ac.in/,Telangana
62,Sumathi Reddy Institute of Technology for Women,B.Tech,Warangal,"Ananthasagar, Hasanparthy, Warangal, Telangana 506371",0870-2818333 | principal@sritw.org,https://sritw.org/,Telangana
63,AAR Mahaveer Engineering College,B.Tech,Hyderabad,"Bandlaguda, Hyderabad, Telangana 500005",040-66683555 | principal@aarm.ac.in,https://aarm.ac.in/,Telangana
64,Muffakham Jah College of Engineering and Technology,B.Tech,Hyderabad,"Banjara Hills, Hyderabad, Telangana 500034",040-23280300 | principal@mjcet.ac.in,https://mjcollege.ac.in/,Telangana
65,Princeton College of Engineering and Technology,B.Tech,Ranga Reddy,"Ankushapur, Hyderabad, Telangana 501301",08415-284088 | principal@pcet.co.in,https://pcet.co.in/,Telangana
66,Shadan College of Engineering and Technology,B.Tech,Ranga Reddy,"Peerancheru, Hyderabad, Telangana 500086",040-20021059 | principal@scet.in,https://www.scet.in/,Telangana
67,Matrusri Engineering College,B.Tech,Hyderabad,"Saidabad, Hyderabad, Telangana 500059",040-24072764 | principal@matrusri.edu.in,https://www.matrusri.edu.in/,Telangana
68,CVR College of Engineering,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-252369 | principal@cvr.ac.in,https://cvr.ac.in/,Telangana
69,Nawab Shah Alam Khan College of Engineering and Technology,B.Tech,Hyderabad,"Malakpet, Hyderabad, Telangana 500024",040-24561118 | principal@nsakcet.com,https://nsakcet.ac.in/,Telangana
70,Sreyas Institute of Engineering and Technology,B.Tech,Hyderabad,"Bandlaguda, Hyderabad, Telangana 500068",040-29800247 | principal@sreyas.ac.in,https://sreyas.ac.in/,Telangana
71,JNTUH College of Engineering Sultanpur,B.Tech,Sangareddy,"Sultanpur, Sangareddy, Telangana 502273",08454-231309 | principal.cesh@jntuh.ac.in,https://jntuhces.ac.in/,Telangana
72,Vidya Jyothi Institute of Technology,B.Tech,Ranga Reddy,"Aziznagar, Hyderabad, Telangana 500075",08413-235300 | principal@vjit.ac.in,https://vjit.ac.in/,Telangana
73,Abhinav Hi-Tech College of Engineering and Technology,B.Tech,Ranga Reddy,Not Available (after search),Not Available (after search),Not Available (after search),Telangana
74,Lords Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Himayathsagar, Hyderabad, Telangana 500091",040-65354839 | principal@lords.ac.in,https://www.lords.ac.in/,Telangana
75,JB Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Yenkapally, Hyderabad, Telangana 500075",08413-235127 | principal@jbiet.edu.in,https://www.jbiet.edu.in/,Telangana
76,Sri Indu College of Engineering and Technology,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-202085 | principal@sriindu.ac.in,https://www.sriindu.ac.in/,Telangana
77,Bharat Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-252313 | principal@biet.ac.in,https://www.biet.ac.in/,Telangana
78,Guru Nanak Institute of Technology,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-202120 | principal@gnit.ac.in,https://www.gnit.ac.in/,Telangana
79,Guru Nanak Institutions Technical Campus,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-202120 | director.gnitc@gniindia.org,https://www.gniindia.org/gnitc/,Telangana
80,SCIENT Institute of Technology,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501506",08414-224077 | principal@scient.ac.in,https://www.scient.ac.in/,Telangana
81,Teegala Krishna Reddy Engineering College,B.Tech,Ranga Reddy,"Meerpet, Hyderabad, Telangana 500097",040-24092555 | principal@tkrec.ac.in,https://tkrec.ac.in/,Telangana
82,TKR College of Engineering and Technology,B.Tech,Ranga Reddy,"Meerpet, Hyderabad, Telangana 500097",040-65587536 | principal@tkrcet.com,https://www.tkrcet.com/,Telangana
83,Mahaveer Institute of Science and Technology,B.Tech,Hyderabad,"Vyasapuri, Bandlaguda, Hyderabad, Telangana 500005",040-29882249 | principal@mist.ac.in,https://mist.ac.in/,Telangana
84,Vaagdevi Engineering College,B.Tech,Warangal Rural,"Bollikunta, Warangal, Telangana 506005",0870-2865183 | principal@vaagdevi.edu.in,https://vaagdeviengg.ac.in/,Telangana
85,Vaagdevi College of Engineering,B.Tech,Warangal Rural,"Bollikunta, Warangal, Telangana 506005",0870-2865183 | principal@vcew.ac.in,https://www.vaagdevi.edu.in/,Telangana
86,Sumathi Reddy Institute of Technology for Women,B.Tech,Warangal,"Ananthasagar, Hasanparthy, Warangal, Telangana 506371",0870-2818333 | principal@sritw.org,https://sritw.org/,Telangana
87,AAR Mahaveer Engineering College,B.Tech,Hyderabad,"Bandlaguda, Hyderabad, Telangana 500005",040-66683555 | principal@aarm.ac.in,https://aarm.ac.in/,Telangana
88,Muffakham Jah College of Engineering and Technology,B.Tech,Hyderabad,"Banjara Hills, Hyderabad, Telangana 500034",040-23280300 | principal@mjcollege.ac.in,https://mjcollege.ac.in/,Telangana
89,Princeton College of Engineering and Technology,B.Tech,Ranga Reddy,"Ankushapur, Hyderabad, Telangana 501301",08415-284088 | principal@pcet.co.in,https://pcet.co.in/,Telangana
90,Shadan College of Engineering and Technology,B.Tech,Ranga Reddy,"Peerancheru, Hyderabad, Telangana 500086",040-20021059 | principal@scet.in,https://www.scet.in/,Telangana
91,Matrusri Engineering College,B.Tech,Hyderabad,"Saidabad, Hyderabad, Telangana 500059",040-24072764 | principal@matrusri.edu.in,https://matrusri.edu.in/,Telangana
92,CVR College of Engineering,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-252369 | principal@cvr.ac.in,https://cvr.ac.in/,Telangana
93,Nawab Shah Alam Khan College of Engineering and Technology,B.Tech,Hyderabad,"Malakpet, Hyderabad, Telangana 500024",040-24561118 | principal@nsakcet.com,https://nsakcet.ac.in/,Telangana
94,Sreyas Institute of Engineering and Technology,B.Tech,Hyderabad,"Bandlaguda, Hyderabad, Telangana 500068",040-29800247 | principal@sreyas.ac.in,https://sreyas.ac.in/,Telangana
95,JNTUH College of Engineering Sultanpur,B.Tech,Sangareddy,"Sultanpur, Sangareddy, Telangana 502273",08454-231309 | principal.cesh@jntuh.ac.in,https://jntuhces.ac.in/,Telangana
96,Vidya Jyothi Institute of Technology,B.Tech,Ranga Reddy,"Aziznagar, Hyderabad, Telangana 500075",08413-235300 | principal@vjit.ac.in,https://vjit.ac.in/,Telangana
97,Abhinav Hi-Tech College of Engineering and Technology,B.Tech,Ranga Reddy,Not Available (after search),Not Available (after search),Not Available (after search),Telangana
98,Lords Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Himayathsagar, Hyderabad, Telangana 500091",040-65354839 | principal@lords.ac.in,https://www.lords.ac.in/,Telangana
99,JB Institute of Engineering and Technology,B.Tech,Ranga Reddy,"Yenkapally, Hyderabad, Telangana 500075",08413-235127 | principal@jbiet.edu.in,https://www.jbiet.edu.in/,Telangana
100,Sri Indu College of Engineering and Technology,B.Tech,Ranga Reddy,"Ibrahimpatnam, Hyderabad, Telangana 501510",08414-202085 | principal@sriindu.ac.in,https://www.sriindu.ac.in/,Telangana
