#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
15,CGC Technical Campus (Engineering),"B.Tech (CSE, ECE, ME, CE)",Mohali,Landran-Sirhind Highway Jhanjeri Tehsil Kharar Mohali Punjab 140307,"cgc.director@gmail.com, 88720-48019",http://www.cgc.ac.in/,Punjab
16,Chandigarh Engineering College,"B.Tech (CSE, ECE, ME, IT)",Mohali,"V & PO- Landran, Sector 112, Tehsil & District- Mohali, Pincode-140307","cgc.director@gmail.com, 9781925232",http://www.cgc.ac.in/,Punjab
17,CT Institute of Engineering Management & Technology,"B.Tech (CSE, ECE, ME, EE, CE, Automobile)",Jalandhar,"Vill. Shahpur, PO Udopur, Partappura Road, Jalandhar",9814006728,Not Available (after search),Punjab
18,CT Institute of Technology & Research,"B.Tech (CSE, ECE, EE, ME, CE)",Jalandhar,"Maqsudan, Jalandhar","info@ctgroup.in, 98880-22328",http://www.ctgroup.in/,Punjab
19,CT INSTITUTE OF TECHNOLOGY SHAHPUR,"B.Tech (CSE, ECE, ME, CE)",Jalandhar,"Village Shahpur P.O Udopur, Jalandhar","cti_shahpur@sify.com, 9780303923",http://www.ctgroup.in,Punjab
20,D.A.V. Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME, EE, CE, IT), MBA",Jalandhar,"Kabir Nagar, Jalandhar city","daviet@davietjal.org, 220232",http://www.davietjal.org/,Punjab
21,Doaba Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME, CE)",SBS Nagar,"Vill. Chhokran, PO- Rahon, Distt. SBS Nagar, Punjab-144517","doaba.diet.ss@gmail.com, 9855432118",http://www.dgc.edu.in/,Punjab
22,Doaba Khalsa Trust Group of Institutions (Engg.),"B.Tech (CSE, ECE, ME, CE)",SBS Nagar,"Vill. Chhokran, P.O Rahon ,Tehsil & District Nawanshahar, S.B.S. Nagar (Nawanshahar)","dpc.rahon@gmail.com, 95012-10440",http://www.dgc.edu.in,Punjab
23,GGS College of Modern Technology,"B.Tech (CSE, ECE, ME), MBA",Mohali,"Chandigarh-Ludhiana Highway, Kharar, Distt. Mohali (Punjab) – 140301","ggs_polytechnic@yahoo.co.in, 9781365686",http://www.ggssachdeva.com,Punjab
24,Global College of Engineering & Technology,"B.Tech (CSE, ECE, ME, CE)",Ropar,"Kahnpur Khui; Anandpur Sahib; Distt Ropar, Punjab-140117","gkf.gcet2008@yahoo.in, 98147-91164",www.gkfindia.com,Punjab
25,Guru Nanak Dev Engineering College,"B.Tech (CSE, ECE, ME, EE, CE, IT, Production), MBA",Ludhiana,"Gill Park, Gill Road, Ludhiana 141006, Punjab","director@gndec.ac.in, 0161-5064501",https://www.gndec.ac.in/,Punjab
26,Asra College of Engineering & Technology,"B.Tech (Civil, Mechanical, Electrical, CSE)",Sangrur,"NH-64, Patiala Sangrur Highway, Village Rajpura, Tehsil Bhawanigarh, Distt. Sangrur - 148026","01672-265027, 9876072714",www.asracollege.edu.in,Punjab
27,Baba Farid College of Engineering and Technology,"B.Tech (ECE, CSE, ME, EE), MBA",Bathinda,"Village Deon, Muktsar Road, Distt. Bathinda - 151001","0164-2786000, 9501115520",www.bfcet.com,Punjab
28,Bahra Institute of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Patiala,"Patiala-Sangrur National Highway-64, Village Bhedpura, Distt Patiala - 147201","0175-3063101, 9815866663",www.rayatbahra.com,Punjab
29,Govt. Polytechnic College,"B.Tech (Civil, CSE, ECE, ME), MBA",Patiala,"SST Nagar, Rajpura Road, Patiala - 147001",0175-2303229,www.gpcpatiala.org,Punjab
30,Bharat Group of Colleges,"B.Tech (Civil, CSE, ME, ECE)",Mansa,Village Khera Khurad Delhi Road Tehsil Sardulgarh Distt. Mansa - 151507,"01659-215001, 98159-60123",www.bgc.edu.in,Punjab
31,Jamna Devi Institute of Management & Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Muktsar,"Bathinda Road, Distt. Shri Muktsar Sahib - 152026","01633-210910, 98760-98121",www.jdgroupcolleges.com,Punjab
32,KCT College of Engineering & Technology,"B.Tech (CSE, EE, CE, ME), M.Tech (CSE)",Sangrur,"Village Fatehgarh, Tehsil Sunam, Distt. Sangrur - 148031","01676-279071, 98155-56735",www.kctgroups.com,Punjab
33,Lala Lajpat Rai Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME), M.Tech (ECE, ME, CSE)",Moga,"Moga- Ferozepur G.T. Road, Moga - 142001","01636-501069, 98156-45555",www.lriet.ac.in,Punjab
34,Ferozepur College of Engineering & Technology,"B.Tech (CSE, EE, CE, ME), M.Tech (CSE)",Ferozepur,"Ferozepur- Moga G.T. Road, Village Ferozeshah, Distt. Ferozepur - 152001","01632-500895, 98767-05889",www.fcet.in,Punjab
35,Ghubaya College of Engineering & Technology,"B.Tech (CSE, EE, CE, ME), M.Tech (CSE)",Ferozepur,"Village Sukherabodla, P.O. Lamochar Kalan, Tehsil Jalalabad (W), Distt Ferozepur-152024","01638-224940, 98140-84004",www.gcetpunjab.com,Punjab
36,Guru Gobind Singh College Of Management and Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Muktsar,"G.T Road, Near Malwa School, Giddarbaha, Sri Muktsar Sahib - 152101","01637-233370, 99142-18883",www.ggscmt.org,Punjab
37,Lala Lajpat Rai Memorial Institute of Management & Technology,MBA,Moga,"Village Dhudike, Tehsil & Distt. Moga - 142053","01636-265068, 98158-55001",www.llrimoga.com,Punjab
38,S.F.C. Institute of Management & Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Moga,"Dharmkot Road, Village Fatehgarh Korotana, Distt. Moga - 142001","01636-220303, 98157-57107",www.sfcmoga.com,Punjab
39,Maharaja Ranjit Singh Khalsa Technical College,"B.Tech (CSE, EE, CE, ME), M.Tech (CSE)",Bathinda,"Backside Old Police Station, Bathinda - 151001","0164-2223170, 98765-99888",www.mrskt.org,Punjab
40,Aryans College of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Patiala,"Village Thuha, Chandigarh-Patiala Highway, Rajpura, Patiala - 140401","98762-99888, 98765-99888",www.aryans.edu.in,Punjab
41,Swami Vivekanand College of Management and Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Patiala,"Chandigarh-Patiala Highway, Village Ramnagar, Near Banur - 140601","01762-507000, 92161-33333",www.sviet.ac.in,Punjab
42,Lala Lajpat Rai Memorial Institute of Management and Computer Sciences,"B.Tech (Civil, CSE, EE, ME), MBA",Moga,"VPO Ajitwal, Moga - 142053","01636-263001, 98159-88301",www.llrmmoga.com,Punjab
43,Sainik Institute of Management and Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Bathinda,"C/o District Defence Services Welfare Office, Civil Lines, Opposite City Center Mall, Bathinda. - 151001","0164-2212728, 98760-66701",www.simt.in,Punjab
44,Sainik Institute of IT & Management,"B.Tech (Civil, CSE, EE, ME), MBA",Faridkot,"C/o District Defence Services Welfare Office, Talwandi Road, Faridkot - 151203","01639-255123, 98760-66702",www.siitm.in,Punjab
45,Sainik Institute of Management and Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Muktsar,"C/o District Defence Services Welfare Office, Bathinda Road, Sri Muktsar Sahib - 152026","01633-263893, 98760-66703",www.simtmkt.in,Punjab
46,Aryans Pharmacy College,"B.Tech (Civil, CSE, EE, ME), MBA",Patiala,"Village Thuha, Chandigarh-Patiala Highway, Rajpura, Patiala - 140401","98762-99888, 98765-99888",www.aryans.edu.in,Punjab
47,Dasmesh College of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Faridkot,"Talwandi Road, Faridkot - 151203","01639-250257, 98155-11234",www.dasmesh.org,Punjab
48,Bhai Gurdas Institute of Allied Sciences,"B.Tech (Civil, CSE, EE, ME), MBA",Sangrur,"Main Patiala Road , Sangrur - 148001","01672-278528, 98148-47492",www.bhaigurdas.org,Punjab
49,Guru Ram Dass College of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Muktsar,"Bathinda Road, Village Their-Malout, Sri Muktsar Sahib - 152107","01633-262333, 98141-09988",www.grdpharmacy.com,Punjab
50,Cordia Institute of Business Management,"B.Tech (Civil, CSE, EE, ME), MBA",Fatehgarh Sahib,"VPO Sanghol, Sri Fatehgarh Sahib - 140802","01628-256235, 98140-42135",www.cordia.edu.in,Punjab
51,SBS College of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Barnala,"Mehal Kalan, Barnala - Raikot State Highway-13, VPO. Mehal Kalan, Distt. Barnala-148104","01679-267300, 98156-48001",www.sbsmkalan.com,Punjab
52,Jain College of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Fazilka,"VPO Usmankhera, Abohar, Fazilka - 152132","01638-224003, 98152-08151",www.jaincollege.net,Punjab
53,Bhai Gurdas College of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Sangrur,Main Patiala Road Sangrur- 148002,"01672-278528, 98148-47492",www.bhaigurdas.org,Punjab
54,I S F College of Pharmacy and Research,"B.Tech (Civil, CSE, EE, ME), MBA",Moga,"Rattian Road, Moga - 142001","01636-324201, 98724-30636",www.isfcp.org,Punjab
55,M.L. Memorial College of Pharmacy,"B.Tech (Civil, CSE, EE, EE, ME), MBA",Moga,"Killi Chahal, Moga - 142053","01636-265071, 98159-98159",www.mlminstitutes.com,Punjab
56,Punjab Colllege of Pharmacy,"B.Tech (Civil, CSE, EE, ME), MBA",Bathinda,"Village-Kotshamir, Mansa Road, Bathinda - 151001","0164-2770005, 98159-00005",www.pcpbathinda.com,Punjab
57,Ashoka College of Health Sciences & Technology,"B.Tech (Civil, CSE, EE, ME), MBA",Patiala,"Patiala- Sangrur Road, Vill Chuharpur Kalan P.O Wajidpur, Patiala - 147001","0175-2202221, 98147-00003",www.ashokainstitute.com,Punjab
58,Saraswati Group of Colleges,"B.Tech (Civil, CSE, EE, ME), MBA",Bathinda,"Bathinda Road, Maur Mandi, Distt. Bathinda - 151509","01655-220877, 98760-00077",www.saraswaticolleges.com,Punjab
59,IIT Ropar,"B.Tech (CSE, EE, ME, CE, Chemical, Metallurgical, Mathematics and Computing), M.Tech",Ropar,"Rupnagar, Punjab 140001",01881-235101,https://www.iitrpr.ac.in/,Punjab
60,Dr BR Ambedkar National Institute of Technology,"B.Tech (CSE, ECE, ME, EE, CE, Chemical, Textile, Biotechnology, Instrumentation), MBA",Jalandhar,"GT Road, Amritsar By-Pass, Jalandhar, Punjab, India - 144011",0181-2690301,https://www.nitj.ac.in/,Punjab
61,Thapar Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME, EE, CE, Chemical, Biotechnology), MBA",Patiala,"P.O Box 32, Bhadson Road, Patiala, Punjab - 147004",0175-2393021,https://www.thapar.edu/,Punjab
62,Chandigarh University,"B.Tech (CSE, ECE, ME, EE, CE, Automobile, Aerospace), MBA",Mohali,"NH-05 Chandigarh-Ludhiana Highway, Mohali, Punjab - 140413",1800 1212 88800,https://www.cuchd.in/,Punjab
63,Lovely Professional University,"B.Tech (CSE, ECE, ME, EE, CE, Automobile, Aerospace, Biotechnology), MBA",Phagwara,"Jalandhar-Delhi, G.T. Road, Phagwara, Punjab (India) - 144411",01824-404404,https://www.lpu.in/,Punjab
64,Chitkara University,"B.Tech (CSE, ECE, ME, CE), MBA",Rajpura,Chandigarh-Patiala National Highway (NH- 64) Punjab - 140401,95011 05714,https://www.chitkara.edu.in/,Punjab
65,Sant Longowal Institute of Engineering & Technology,"B.Tech (CSE, ECE, ME, EE, CE, Chemical, Food, Instrumentation), MBA",Sangrur,"Longowal, Sangrur, Punjab - 148106",01672-253100,https://sliet.ac.in/,Punjab
66,Punjab Engineering College,"B.Tech (CSE, ECE, ME, EE, CE, Aerospace, Materials, Production)",Chandigarh,"Sector 12, Chandigarh - 160012",0172-2753051,https://www.pec.ac.in/,Punjab
67,"University Institute of Engineering and Technology, Panjab University","B.Tech (CSE, ECE, Biotechnology, IT, EE, ME)",Chandigarh,"Sector 25, Chandigarh - 160014",0172-2541242,https://uiet.puchd.ac.in/,Punjab
68,UIET Hoshiarpur,"B.Tech (CSE, ECE, ME, IT)",Hoshiarpur,"Panjab University SSG Regional Centre, Hoshiarpur",01682-254911,https://puchd.ac.in/,Punjab
69,Shaheed Udham Singh College of Engineering & Technology,"B.Tech (CSE, ECE, ME, Biotechnology, IT, EE)",Mohali,"Tangori, P.O. Mote Majra, Mohali - 140306",01762-507240,www.sus.edu.in,Punjab
70,Rayat Bahra University,"B.Tech (CSE, ME, CE, ECE), MBA",Mohali,"V.P.O. Sahauran, Tehsil Kharar, Distt. Mohali, Punjab - 140104",0160-5009665,https://www.rayatbahrauniversity.edu.in/,Punjab
71,GNA University,"B.Tech (CSE, ME, CE, ECE, Aerospace), MBA",Phagwara,"Sri Hargobindgarh, Phagwara-Hoshiarpur Road, Phagwara, Punjab - 144405",01824-504999,https://www.gnauniversity.edu.in/,Punjab
72,Desh Bhagat University,"B.Tech (CSE, ME, CE, ECE), MBA",Mandi Gobindgarh,"Amloh Road, Mandi Gobindgarh, Punjab - 147301",01765-520300,https://deshbhagatuniversity.in/,Punjab
73,CT University,"B.Tech (CSE, ME, CE, ECE), MBA",Ludhiana,"Ferozepur Road, Sidhwan Khurd, Ludhiana, Punjab - 142024",0162-4503800,https://www.ctuniversity.in/,Punjab
74,RIMT University,"B.Tech (CSE, ME, CE, ECE), MBA",Mandi Gobindgarh,"Opposite Floating Restaurant, Sirhind Side, Mandi Gobindgarh, Punjab - 147301",1800-137-0022,https://rimt.ac.in/,Punjab
75,Sri Guru Granth Sahib World University,"B.Tech (CSE, Biotechnology), MBA",Fatehgarh Sahib,"Fatehgarh Sahib, Punjab - 140407",01763-234210,https://www.sggswu.edu.in/,Punjab
76,Guru Kashi University,"B.Tech (CSE, ME, CE, Petroleum), MBA",Bathinda,"Sardulgarh Road, Talwandi Sabo, Bathinda, Punjab - 151302",01655-324777,https://gurukashiuniversity.in/,Punjab
77,Adesh University,"B.Tech (CE, CSE), MBA",Bathinda,"VPO Bhuchu Kalan, Barnala Road, Bathinda, Punjab - 151101",0164-5055000,https://adeshuniversity.ac.in/,Punjab
78,Akal University,B.Tech (CSE),Bathinda,"Talwandi Sabo, Bathinda, Punjab - 151302",7087775533,https://akaluniversity.in/,Punjab
79,Baba Farid University of Health Sciences,MBA (Healthcare),Faridkot,"Sadiq Road, Faridkot, Punjab - 151203",01639-256232,https://www.bfuhs.ac.in/,Punjab
80,Central University of Punjab,M.Tech (CSE),Bathinda,"City Campus, Mansa Road, Bathinda, Punjab - 151001",0164-2864122,https://www.cup.edu.in/,Punjab
81,DAV University,"B.Tech (CSE, Chemical, ME, CE, ECE), MBA",Jalandhar,"Village Sarmastpur, Jalandhar - Pathankot National Highway (NH 44), Jalandhar - 144012",0181-2708848,https://www.davuniversity.org/,Punjab
82,Rayat Bahra University,"B.Tech (CSE, ME, CE, ECE), MBA",Mohali,"V.P.O. Sahauran, Tehsil Kharar, Distt. Mohali, Punjab - 140104",0160-5009665,https://www.rayatbahrauniversity.edu.in/,Punjab
83,Sant Baba Bhag Singh University,"B.Tech (CSE, EE, CE, ME), MBA",Jalandhar,"Village Khiala, Padhiana, Distt. Jalandhar - 144030",0181-2711163,https://sbbsuniversity.ac.in/,Punjab
84,Sri Guru Ram Dass University of Health Sciences,MBA (Hospital Administration),Amritsar,"Mehta Road, P.O Vallah, Amritsar - 143501",0183-2870600,https://sgrduhs.in/,Punjab
85,Akal College of Agriculture,B.Tech (Food Technology),Sangrur,"Eternal University, Baru Sahib, Sirmour, Himachal Pradesh - 173101",01799-276012,https://www.eternaluniversity.edu.in/,Punjab
86,Indian School of Business,MBA,Mohali,"Knowledge City, Sector 81, SAS Nagar, Mohali, Punjab - 140306",0172-4590000,https://www.isb.edu/,Punjab
87,IIM Amritsar,MBA,Amritsar,"PIT Building, Inside Govt. Polytechnic Campus, Polytechnic Road, Amritsar, Punjab - 143105",0183-2820040,https://iimamritsar.ac.in/,Punjab
88,"University Business School, Panjab University",MBA,Chandigarh,"Arts Block III, Panjab University, Sector 14, Chandigarh - 160014",0172-2541591,https://ubs.puchd.ac.in/,Punjab
89,"University School of Business, Chandigarh University",MBA,Mohali,"NH-05 Chandigarh-Ludhiana Highway, Mohali, Punjab - 140413",1800 1212 88800,https://www.cuchd.in/,Punjab
90,LM Thapar School of Management,MBA,Dera Bassi,"Dera Bassi Campus, Off Derabassi - Barwala road, Distt. Mohali, Punjab - 140507",0175-2393883,https://www.thapar.edu/,Punjab
91,Chitkara Business School,MBA,Rajpura,Chandigarh-Patiala National Highway (NH- 64) Punjab - 140401,95011 05714,https://www.chitkara.edu.in/,Punjab
92,"University School of Management Studies, Rayat Bahra University",MBA,Mohali,"V.P.O. Sahauran, Tehsil Kharar, Distt. Mohali, Punjab - 140104",0160-5009665,https://www.rayatbahrauniversity.edu.in/,Punjab
93,Apeejay Institute of Management & Engineering Technical Campus,MBA,Jalandhar,"Rama Mandi-Hoshiarpur Road, Jalandhar-144007",0181-2410263,http://aimetc.apeejay.edu,Punjab
94,PCTE Group of Institutes,MBA,Ludhiana,"Ferozepur Road, Baddowal, Ludhiana - 142021",0161-2888500,https://pcte.edu.in/,Punjab
95,Gian Jyoti Institute of Management and Technology,MBA,Mohali,"Phase 2, Mohali Sector 54, Chandigarh - 160055",0172-2264566,https://www.gjimt.ac.in/,Punjab
96,Chandigarh Business School of Administration,MBA,Mohali,"Landran, Mohali - 140307",0172-3984234,https://www.cbsa.in/,Punjab
97,Guru Nanak Institute of Management and Technology,MBA,Ludhiana,"Gujarkhan Campus, Model Town, Ludhiana - 141002",0161-2772461,https://www.gnimt.org/,Punjab
98,Bhai Gurdas Institute of Management & Technology,MBA,Sangrur,"Main Patiala Road, Sangrur - 148001",01672-278528,https://bhaigurdas.org,Punjab
99,Gujranwala Guru Nanak Institute of Management & Technology,MBA,Ludhiana,"Civil Lines, Ghumar Mandi, Ludhiana - 141001",0161-2407911,https://www.ggnimtldh.org/,Punjab
100,St. Soldier Management and Technical Institute,MBA,Jalandhar,"Master Gurbanta Singh Road, Kapurthala Road, Jalandhar - 144001",0181-2470036,https://www.stsoldiergroup.in/,Punjab
101,Swami Sarvanand Giri Regional Centre,MBA,Hoshiarpur,"Bajwara, Hoshiarpur - 146021",01882-242175,https://ssgpurch.puchd.ac.in/,Punjab
102,Doraha Institute of Management and Technology,MBA,Ludhiana,"Doraha, Ludhiana - 141421",01628-256701,http://dimt.org.in/,Punjab
103,Guru Nanak College of Management and Technology,MBA,Mandi Gobindgarh,"Near Radhe Krishna Mandir, Rakhra, Patiala - 147001",01765-261501,Not Available (after search),Punjab
104,Malwa College,MBA,Bathinda,"Bathinda - Barnala Road, Deon, Bathinda - 151001",0164-2770001,www.malwacollege.org,Punjab
105,Sahib Institute of Management and Research,MBA,Ludhiana,"Village Sahibana, Ludhiana - Chandigarh Highway, Ludhiana - 141123",0161-2882225,Not Available (after search),Punjab
106,Swami Premanand Mahavidyalaya,MBA,Mukerian,"Railway Road, Mukerian, Hoshiarpur - 144211",01883-244070,www.spncollegemukerian.org,Punjab
107,National Institute of Pharmaceutical Education and Research,MBA (Pharma),Mohali,"Sector 67, S.A.S. Nagar, Mohali - 160062",0172-2292000,https://www.niper.ac.in/,Punjab
108,Khalsa College,MBA,Amritsar,"GT Road, Amritsar - 143002",0183-2255097,https://khalsacollege.edu.in/,Punjab
109,Global Institute of Management,MBA,Amritsar,"Village Sohian Khurd, Amritsar - Batala Road, Amritsar - 143501",0183-2783701,https://globalinstitutes.edu.in/,Punjab
110,Sri Sai Group of Institutes,MBA,Amritsar,"Badhani, Pathankot - 145001",01870-250102,https://www.srisaigroup.in/,Punjab
111,CT Institute of Management and Information Technology,MBA,Jalandhar,"Greater Kailash, Maqsudan, Jalandhar - 144008",0181-2672317,www.ctgroup.in,Punjab
112,Lyallpur Khalsa College Technical Campus,MBA,Jalandhar,"Cantt Road, Jalandhar - 144001",0181-2352500,https://lkctc.lkcollege.ac.in/,Punjab
113,Apeejay College of Fine Arts,MBA,Jalandhar,"New Jawahar Nagar, Mahavir Marg, Jalandhar - 144001",0181-2458547,https://www.apeejay.edu/acfa/,Punjab
114,Innocent Hearts Group of Institutions,MBA,Jalandhar,"Loharan, Jalandhar - 144020",0181-5050999,www.ihgi.in,Punjab
115,KCL Institute of Management and Technology,MBA,Jalandhar,"GT Road, Jalandhar - 144001",0181-5051333,www.kclimt.com,Punjab
116,Pyramid College of Business and Technology,MBA,Phagwara,"GT Road, Mehtan, Phagwara - 144401",01824-504700,www.pyramidcollege.edu.in,Punjab
117,CK College of Engineering and Technology,"B.Tech (Civil, CSE)",Amritsar,"Cheema, Amritsar",0183-5032000,Not Available (after search),Punjab
118,Guru Arjan Dev Institute of Management and Information Technology,MBA,Jalandhar,"Kabir Nagar, Jalandhar",0181-2203000,Not Available (after search),Punjab
119,Hoshiarpur Institute of Management and Technology,MBA,Hoshiarpur,"Dasuya Road, Hoshiarpur",01882-242700,www.himt.ac.in,Punjab
120,Modern Group of Colleges,"B.Tech (CSE, ME), MBA",Muktsar,Muktsar,01633-266100,www.moderncolleges.org,Punjab
121,Quest Group of Institutions,"B.Tech (CSE, ME, CE), MBA",Mohali,"Jhanjeri, Mohali",0160-5042100,www.questgoi.org,Punjab
122,Ramgarhia Institute of Engineering and Technology,"B.Tech (CSE, ME, CE, ECE), MBA",Phagwara,"REC Complex, Satnampura, Phagwara - 144402",01824-220780,www.riet.ac.in,Punjab
123,St. Soldier Institute of Engineering and Technology,"B.Tech (CSE, ME, CE, ECE), MBA",Jalandhar,"Behind NIT, Amritsar By Pass, Jalandhar - 144011",0181-2690401,www.ssietm.com,Punjab
124,Swami Sarvanand Giri Institute of Information Technology,B.Tech (CSE),Hoshiarpur,"Bajwara, Hoshiarpur - 146021",01882-242175,www.ssgpurch.puchd.ac.in,Punjab
125,Universal Group of Institutions,"B.Tech (CSE, ME, CE, ECE), MBA",Mohali,"Ballopur, Lalru Handesra Road, Lalru, Mohali - 140501",01762-282627,www.ugi.ac.in,Punjab
126,Anand Institute of Medical Sciences,MBA (Hospital Administration),Ludhiana,"29, Atam Nagar, Dugri Road, Ludhiana - 141002",0161-2497680,Not Available (after search),Punjab
127,BABA ISHER SINGH INSTITUTE OF TECHNOLOGY,"B.Tech (CSE, ECE)",Moga,"Kot Ise Khan, Moga - 142043",01682-241145,www.bisinstitutes.com,Punjab
128,Bahra Faculty of Engineering,"B.Tech (CSE, ME, CE, Automobile)",Patiala,"Patiala Sangrur National Highway, Village Bhedpura, Patiala - 147201",0175-3063101,www.rayatbahra.com,Punjab
129,Bhaddal Institutes,"B.Tech (CSE, ECE, EE, ME, CE), MBA",Ropar,"Village Bhaddal, Post Office Mianpur, Distt. Ropar - 140108",01881-244777,www.ietbhaddal.edu.in,Punjab
130,Continental Group of Institutes,"B.Tech (CSE, ME, CE, ECE), MBA",Fatehgarh Sahib,"Jalvehra, GT Road, NH-1, Fatehgarh Sahib - 140406",01762-505600,www.continental.ac.in,Punjab
131,Guru Gobind Singh College of Modern Technology,"B.Tech (CSE, ECE, ME), MBA",Mohali,"Kharar, Mohali - 140301",0160-2284986,www.ggs.org.in,Punjab
132,Guru Teg Bahadur Institute of Management and Technology,MBA,Dakha,"Dakha, Ludhiana - 141102",0161-2881470,www.gtbnit.org,Punjab
133,Kings Group of Institutions,"B.Tech (CSE, ME, CE, ECE), MBA",Barnala,"Patti Road, Barnala - 148101",01679-244045,www.kingsgroup.edu.in,Punjab
134,Lala Lajpat Rai Institute of Engineering and Technology,"B.Tech (CSE, ECE, IT, ME), MBA",Moga,"Moga-Ferozepur GT Road, Moga - 142001",01636-501071,www.llriet.ac.in,Punjab
135,Malout Institute of Management and Information Technology,"B.Tech (CSE, ECE, IT, ME), MBA",Malout,"Green Field Enclave, New Grain Market, Malout - 152107",01637-504300,www.mimitmalout.ac.in,Punjab
136,North West Institute of Engineering & Technology,"B.Tech (CSE, ME, CE, ECE), MBA",Moga,"Dhudike, Moga - 142053",01636-2639001,www.northwest.ac.in,Punjab
137,Patiala Institute of Engineering and Technology for Women,"B.Tech (CSE, ECE), MBA",Patiala,"Village Nandpur Kesho, Patiala - 147004",0175-2280818,www.pgc.edu.in,Punjab
