#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
11,Rungta College of Engineering & Technology (RCET),"B.Tech (Artificial Intelligence, Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Information Technology, Mechanical Engineering) + MBA",Bhilai,"Kohka-Kurud Road, Via-Jamul Cement Factory, Bhilai, Chhattisgarh",+91-788-6666666 | info@rungta.ac.in,https://rungta.ac.in/,Chattisgarh
12,"Shri Shankaracharya Technical Campus , Bhilai Shri Shankaracharya Group of Institutions (Faculty of Engineering & Technology )","B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Information Technology, Mechanical Engineering) + MBA",Durg,"Junwani, Bhilai, Chhattisgarh 490020",+91-788-2291605 | info@sstc.ac.in,https://sstc.ac.in/,Chattisgarh
13,Shri Rawatpura Sarkar Institute (SRSI),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering) + MBA",Durg,"Behind Holiday Resort, Kumhari, Chhattisgarh",Not Available (after search),https://srgoi.org/,Chattisgarh
14,New Govt. Engineering College (NEW-GEC),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering)",Raipur,"Nagwani Bhawan, Dhamtari Road, Lalpur, Raipur, Chhattisgarh",Not Available (after search),https://gecraipur.ac.in/,Chattisgarh
15,Dignity College of Architecture (DCA),B.Tech (Architecture),Durg,"Anjora, Durg, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
16,MM College of Technology (MMCT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering)",Raipur,"Lakholi, Arang, Raipur, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
17,Yugantar Institute of Technology & Management (YITM),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering)",Rajnandgaon,"Ramadhin Marg, Rajnandgaon, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
18,O P Jindal Institute of Technology (OPJIT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering, Metallurgical Engineering) + MBA",Raigarh,"Industrial Park, Junji Pothra, Raigarh, Chhattisgarh",+91-7762-304000 | info@opju.ac.in,https://opju.ac.in/,Chattisgarh
19,Columbia Institute of Pharmacy (CIP),"B.Tech (Pharmacy related, but engineering not) - skip for engineering",Raipur,"Village Tekari, Near Vidhan Sabha, Raipur, Chhattisgarh",Not Available (after search),https://columbiaiop.ac.in/,Chattisgarh
20,Central College of Engineering & Management (CCEM),"B.Tech (Civil Engineering, Computer Science & Engineering, Electronics & Communication Engineering, Mechanical Engineering) + MBA",Raipur,"Main Road, Kabir Nagar, Ring Road No. 2, Raipur, Chhattisgarh",+91-771-2322400 | ccem.raipur@gmail.com,https://ccem.ac.in/,Chattisgarh
21,Ashoka Institute of Technology & Management (AITM),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering)",Rajnandgaon,"Gram - Torankata, GE Road, Rajnandgaon, Chhattisgarh",Not Available (after search),https://aitm.edu.in/,Chattisgarh
22,J K Institute of Engineering (JKIE),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering)",Bilaspur,"Near Gatora Railway Station, Village – Gatora, Bilaspur, Chhattisgarh",+91-7752-407353 | info@jkiebilaspur.org,https://jkiebilaspur.org/,Chattisgarh
23,Rawatpura Sarkar Institute of Technology (RSIT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering)",Raipur,"Village – Pacheda, Abhanpur, Raipur, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
24,Columbia Institute of Engineering & Technology (CIET),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering)",Raipur,"AT-Bhaurkoni, Post-Tekari, Raipur, Chhattisgarh",+91-771-6444612 | info@cietraipur.ac.in,https://cietraipur.ac.in/,Chattisgarh
25,Vindhya Institute of Technology (VIT),"B.Tech (Computer Science & Engineering, Electrical Engineering, Mechanical Engineering)",Raipur,"Parastaral Dharsiwa, Raipur, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
26,Disha School of Management Education (DSME),MBA,Raipur,"Satya Vihar, Vidhansabha, Chandkhuri Marg, Mandir Hasaud, Raipur, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
27,RSR Rungta College of Engineering & Technology (RSRRCET),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering) + MBA",Bhilai,"Kohka-Kurud Road, Bhilai, Chhattisgarh",Not Available (after search),https://rungta.ac.in/,Chattisgarh
28,Institute of Technology (IT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering, Mining Engineering)",Korba,"Korba Polytechnic Campus, Korba, Vill-Rumgara, P.O. – Balco Nagar, Korba, Chhattisgarh 495684",+91-7759-222394 | itkorba@gmail.com,https://itkorba.com/,Chattisgarh
29,Lakhmi Chand Institute of Technology (LCIT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering)",Bilaspur,"Vidyasthali, Village Bordill, P.O. – Chakarbhata, Bilaspur, Chhattisgarh",+91-7752-217555 | lcitbilaspur@yahoo.com,https://lcit.edu.in/,Chattisgarh
30,Garv Institute of Management & Technology (GIMT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering)",Durg,"Village Purai, The. & Distt. Durg, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
31,Shri Shankaracharya Institute of Professional Management & Technology (SSIPMT),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Information Technology, Mechanical Engineering) + MBA",Raipur,"Mujgahan, Raipur, Chhattisgarh",+91-771-2772989 | info@ssipmt.com,https://ssipmt.com/,Chattisgarh
32,"Shri Shankaracharya Technical Campus,Bhilai Shri Shankaracharya Group of Institutions (Faculty of Pharmaceutical Sciences)","B.Tech (Pharmacy related, but group has engineering)",Durg,"Junwani, Bhilai, Chhattisgarh",Not Available (after search),https://sstc.ac.in/,Chattisgarh
33,"Shri Shankaracharya Technical Campus,Bhilai (Shri Shankaracharya Institute of Technology & Management, Bhilai)","B.Tech (Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Information Technology, Mechanical Engineering) + MBA",Durg,"Junwani, Bhilai, Chhattisgarh",Not Available (after search),https://sstc.ac.in/,Chattisgarh
34,"Shri Shankaracharya Technical Campus ,Bhilai (Shri Shankaracharya Engineering College, Bhilai)","B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Information Technology, Mechanical Engineering)",Durg,"Junwani, Bhilai, Chhattisgarh",Not Available (after search),https://sstc.ac.in/,Chattisgarh
35,"Shri Shankaracharya Technical Campus, Bhilai Shri Shankaracharya Group of Institutions (Faculty of Management Studies)",MBA,Durg,"Junwani, Bhilai, Chhattisgarh",Not Available (after search),https://sstc.ac.in/,Chattisgarh
36,Chhattisgarh Institute of Management Studies (CIMS),MBA,Rajnandgaon,"Village – Thakurtola, G.E. Road, Rajnandgaon, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
37,Chhattisgarh Institute of Management & Technology (CIMT),"B.Tech (Computer Science & Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering) + MBA",Durg,"Patan Road, Village-Ganiyari, Bhilai – 3, Distt.- Durg, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
38,"Institute of Pharmacy, Raipur Institute of Technology (IPRIT)",B.Tech (Pharmacy),Raipur,"Chhatona, Mandir Hasaud, Raipur, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
39,Shri Rawatpura Sarkar Institute of Pharmacy (SRSIP),B.Tech (Pharmacy),Durg,"Behind Holiday Resort, Kumhari, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
40,Rungta College of Pharmaceutical Sciences & Research (RCPSR),B.Tech (Pharmacy),Bhilai,"Kohka-Kurud Road, Bhilai, Chhattisgarh",Not Available (after search),https://rungta.ac.in/,Chattisgarh
41,Columbia College of Pharmacy (CCP),B.Tech (Pharmacy),Raipur,"Village Tekari, Near Vidhan Sabha, Raipur, Chhattisgarh",Not Available (after search),https://columbiaiop.ac.in/,Chattisgarh
42,J K Institute of Pharmacy (JKIP),B.Tech (Pharmacy),Bilaspur,"Near Gatora Railway Station, Village – Gatora, Bilaspur, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
43,"Shri Shankaracharya Technical Campus, Bhilai Shri Shankaracharya Group of Institutions (Faculty of Pharmaceutical Sciences)",B.Tech (Pharmacy),Durg,"Junwani, Bhilai, Chhattisgarh",Not Available (after search),https://sstc.ac.in/,Chattisgarh
44,LCIT College of Commerce and Science (LCITCCS),MBA,Durg,"Lawan, Balod Road, Durg, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
45,Satyadeva Institute of Technology (SIT),"B.Tech (Civil Engineering, Electrical Engineering, Mechanical Engineering)",Rajnandgaon,"Gram-Padumtara, Rajnandgaon, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
46,Shri Shankaracharya Institute of Engineering & Technology (SSIET),"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Telecommunication Engineering, Mechanical Engineering)",Durg,"Village-Khapri, Dhamdha Road, Durg, Chhattisgarh",Not Available (after search),Not Available (after search),Chattisgarh
47,Indian Institute of Technology Bhilai,"B.Tech (Computer Science & Engineering, Electrical Engineering, Mechanical Engineering, Materials Science & Metallurgical Engineering, Data Science & Artificial Intelligence) + MBA",Durg,"GEC Campus, Sejbahar, Raipur, Chhattisgarh 492015",+91-771-2973602 | info@iitbhilai.ac.in,https://www.iitbhilai.ac.in/,Chattisgarh
48,National Institute of Technology Raipur,"B.Tech (Bio Medical Engineering, Bio Technology, Chemical Engineering, Civil Engineering, Computer Science & Engineering, Electrical Engineering, Electronics & Communication Engineering, Information Technology, Mechanical Engineering, Metallurgical & Materials Engineering, Mining Engineering) + MBA",Raipur,"G.E. Road, Raipur, Chhattisgarh 492010",+91-771-2254200 | registrar@nitrr.ac.in,https://www.nitrr.ac.in/,Chattisgarh
49,International Institute of Information Technology Naya Raipur,"B.Tech (Computer Science & Engineering, Electronics & Communication Engineering, Data Science & Artificial Intelligence)",Raipur,"Plot No. 7, Sector 24, Near Purkhoti Muktangan, Naya Raipur, Chhattisgarh 493661",+91-771-2474040 | registrar@iiitnr.ac.in,https://www.iiitnr.ac.in/,Chattisgarh
50,Amity University Raipur,"B.Tech (Civil Engineering, Computer Science & Engineering, Electronics & Communication Engineering, Information Technology, Mechanical Engineering) + MBA",Raipur,"MANTH (Kharora), State Highway 9, Raipur Baloda-Bazar Road, Chhattisgarh 493225",+91-7773010791 | admissions@rpr.amity.edu,https://www.amity.edu/raipur/,Chattisgarh
51,Kalinga University Raipur,"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering) + MBA",Raipur,"Kotni, Near Mantralaya, Naya Raipur, Chhattisgarh 492101",+91-9907252100 | kalingauniversity1@gmail.com,https://kalingauniversity.ac.in/,Chattisgarh
52,OP Jindal University Raigarh,"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering, Metallurgical & Materials Engineering) + MBA",Raigarh,"Punjipathra, Raigarh, Chhattisgarh 496109",+91-7762-304000 | admission@opju.ac.in,https://www.opju.ac.in/,Chattisgarh
53,KK Modi University Durg,"B.Tech (Computer Science & Engineering, Mechanical Engineering) + MBA",Durg,"Mahmara, Jalbandha Road, Durg, Chhattisgarh 491001",+91-7729-220777 | admissions@kkmudurg.edu.in,https://www.kkmudurg.edu.in/,Chattisgarh
54,MATS University Raipur,"B.Tech (Aeronautical Engineering, Civil Engineering, Computer Science & Engineering, Mechanical Engineering, Mining Engineering) + MBA",Raipur,"Aarang – Kharora Highway, Aarang, Raipur, Chhattisgarh 493441",+91-7721-4078995 | info@matsuniversity.ac.in,https://matsuniversity.ac.in/,Chattisgarh
55,ITM University Raipur,"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering) + MBA",Raipur,"3rd Floor, Shyam Plaza, Near New Bus Stand, Pandri, Raipur, Chhattisgarh 492001",+91-771-3092600 | info@itmuniversity.org,https://www.itmuniversity.org/,Chattisgarh
56,AAFT University Raipur,B.Tech,Raipur,"Raipur, Chhattisgarh",Not Available (after search),https://aaft.edu.in/,Chattisgarh
57,Anjaneya University Raipur,"B.Tech (Artificial Intelligence, Computer Science & Engineering) + MBA",Raipur,"Naya Raipur, Raipur, Chhattisgarh",Not Available (after search),https://anjaneyauniversity.ac.in/,Chattisgarh
58,Guru Ghasidas Vishwavidyalaya Bilaspur,"B.Tech (Chemical Engineering, Civil Engineering, Computer Science & Engineering, Electronics & Communication Engineering, Industrial & Production Engineering, Information Technology, Mechanical Engineering)",Bilaspur,"Koni, Bilaspur, Chhattisgarh 495009",+91-7752-260017 | centralggu@ggu.ac.in,https://www.ggu.ac.in/,Chattisgarh
59,Dr C.V Raman University Bilaspur,"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering) + MBA",Bilaspur,"Kargi Road, Kota, Bilaspur, Chhattisgarh",+91-7753-253801 | info@cvru.ac.in,https://www.cvru.ac.in/,Chattisgarh
60,Shri Rawatpura Sarkar University Raipur,"B.Tech (Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering) + MBA",Raipur,"Dhaneli, Raipur, Chhattisgarh",+91-7222910411 | info@sruraipur.ac.in,https://sruraipur.ac.in/,Chattisgarh
