#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
88,Arrdekta Institute of Technology,B.Tech,Sabarkantha,"Ahmedabad-Ambaji State Highway No 9, At & Po Navi Metral, Tal Khedbrahma, Sabarkantha",02775-220189 | ektaedu.inst@gmail.com,https://www.arrdekta.org/,Gujarat
89,Balaji Engineering College,B.Tech,Junagadh,"At Makhiyala, Junagadh-Dhoraji Highway, Junagadh",0285-2687232 | balajienggcollege@gmail.com,https://balajiengineering.edu.in/,Gujarat
90,Apollo Institute of Engineering & Technology,B.Tech,Ahmedabad,"SNME Campus, Naroda-Dehgam Road, Anasan, Ahmedabad",02712-275861 | info@aiet.edu.in,https://www.aiet.edu.in/,Gujarat
91,Hasmukh Goswami College of Engineering,B.Tech,Ahmedabad,"At & Post Vahelal, Naroda-Dahegam Road, Ta Daskroi, Ahmedabad",02718-247138 | info@hgce.org,https://www.hgce.org/,Gujarat
92,Amiraj College of Engineering & Technology,B.Tech,Ahmedabad,"At Village Khoraj, Nr Tata Nano Plant, Sarkhej-Viramgam Highway, Sanand, Ahmedabad",079-29296409 | info@amirajcollege.in,https://www.amirajcollege.in/,Gujarat
93,Sal Engineering and Technical Institute,B.Tech,Ahmedabad,"Opp Science City, Sola Bhadaj Road, Ahmedabad",079-67129000 | info@sal.edu.in,https://www.sal.edu.in/,Gujarat
94,Sal Institute of Technology & Engineering Research,B.Tech,Ahmedabad,"Opp Science City, Sola Bhadaj Road, Ahmedabad",079-67129100 | info@saliter.edu.in,https://www.saliter.edu.in/,Gujarat
95,Sal College of Engineering,B.Tech,Ahmedabad,"Opp Science City, Sola Bhadaj Road, Ahmedabad",079-67129000 | info@sal.edu.in,https://www.sal.edu.in/,Gujarat
96,Alpha College of Engineering & Technology,B.Tech,Gandhinagar,"At Khatraj, Kalol Taluka, Gandhinagar",02764-281031 | info@alpha-cet.in,https://www.alpha-cet.in/,Gujarat
97,Merchant Engineering College,B.Tech,Mehsana,"Mehsana-Visnagar Highway, At & Po Basna, Mehsana",02762-275120 | mec.basna@gmail.com,https://www.mecbasna.ac.in/,Gujarat
98,Hansaba College of Engineering & Technology,B.Tech,Patan,"Sujanpur Patia, Opp Ioc Depot, State Highway 41, Siddhpur",02767-224555 | info@hcet.gtc.ac.in,https://www.hcet.gtc.ac.in/,Gujarat
99,Gujarat Institute of Technical Studies,B.Tech,Banaskantha,"At Moyad, Prantij, Sabarkantha",Not Available (after search),Not Available (after search),Gujarat
100,Babaria Institute of Technology,B.Tech,Vadodara,"Vadodara-Mumbai NH#8, Varnama, Vadodara",0265-6549999 | bit@bits.edu.in,https://www.bits.edu.in/,Gujarat
