#,College Name,Course(s) Offered,District,Full Address,Contact,Website,State
19,University Institute of Technology RGPV,"B.Tech (Civil, Mechanical, Electrical, Electronics & Communication, Computer Science, IT, Automobile)",Bhopal,"Narsingharh Bypass Road, Bhopal, Madhya Pradesh 462033",0755-2678812 | registrar@rgtu.net,https://www.rgpv.ac.in/,Madhya Pradesh
20,School of Engineering and Technology Vikram University,"B.Tech (Civil, Mechanical, Electrical, Electronics)",Ujjain,"University Road, Ujjain, Madhya Pradesh 456010",0734-2514277 | vu_registrar@yahoo.com,https://www.vikramuniv.ac.in/,Madhya Pradesh
21,University Institute of Technology RGPV Shahdol,"B.Tech (Computer Science, Mining)",Shahdol,"Pandav Nagar, Shahdol, Madhya Pradesh 484001",Not Available (after search),https://www.rgpv.ac.in/,Madhya Pradesh
22,Symbiosis University of Applied Sciences,"B.Tech (Computer Science, Automobile, Mechatronics) + MBA",Indore,"Bada Bangarda, Super Corridor, Indore, Madhya Pradesh 453112",0731-2581300 | info@suas.ac.in,https://www.suas.ac.in/,Madhya Pradesh
23,MIT Group of Institutes,"B.Tech (Civil, Mechanical, Computer Science, Electronics & Communication)",Ujjain,"Badgonda, Ujjain, Madhya Pradesh 456006",07365-261130 | info@mitujjain.ac.in,https://mitujjain.ac.in/,Madhya Pradesh
24,Indore Institute of Science and Technology,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Chemical)",Indore,"Opposite IIM, Pithampur Road, Rau, Indore, Madhya Pradesh 453331",0731-4014601 | iistindore@indoreinstitute.com,https://indoreinstitute.com/,Madhya Pradesh
25,Sagar Institute of Science and Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical)",Bhopal,"Opposite International Airport, Gandhi Nagar, Bhopal, Madhya Pradesh 462036",0755-3983100 | sistec@sistec.ac.in,https://www.sistec.ac.in/,Madhya Pradesh
26,Patel Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil, Electrical)",Bhopal,"Ratibad, Bhopal, Madhya Pradesh 462044",0755-2896281 | info@patelcollege.com,https://www.patelcollege.com/,Madhya Pradesh
27,Bansal Institute of Science & Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil)",Bhopal,"Kokta, Anand Nagar, Bhopal, Madhya Pradesh 462021",0755-2751605 | bistbhopal2000@gmail.com,https://www.bistbpl.in/,Madhya Pradesh
28,Gyansagar College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics)",Sagar,"NH-26, Narsinghpur Road, Sagar, Madhya Pradesh 470004",07582-281344 | gsagarcollege@gmail.com,https://gsgroup.edu.in/,Madhya Pradesh
29,Technocrats Institute of Technology,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Electrical)",Bhopal,"Anand Nagar, Bhopal, Madhya Pradesh 462021",0755-2751679 | info@technocratsgroup.edu.in,https://technocratsgroup.edu.in/,Madhya Pradesh
30,Corporate Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil, Electrical)",Bhopal,"Hataikheda, Near Patel Nagar, Bhopal, Madhya Pradesh 462022",0755-2859301 | corporate@corporatebpl.com,https://www.corporatebpl.com/,Madhya Pradesh
31,Gyan Ganga College of Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical)",Jabalpur,"Tilwara Ghat, Jabalpur, Madhya Pradesh 482003",0761-2673662 | ggctjbp@gmail.com,https://www.ggct.co.in/,Madhya Pradesh
32,Gyan Ganga Institute of Technology and Sciences,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Electrical) + MBA",Jabalpur,"Bargi Hills, Jabalpur, Madhya Pradesh 482003",0761-2673655 | ggitsjbp@gmail.com,https://www.ggits.org/,Madhya Pradesh
33,Lakshmi Narain College of Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical, Chemical)",Jabalpur,"Bhedaghat Chowk, Jabalpur, Madhya Pradesh 482003",0761-2859300 | lnctjbp@lnct.ac.in,https://lnctj.ac.in/,Madhya Pradesh
34,Lakshmi Narain College of Technology,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Electrical, Automobile) + MBA",Bhopal,"Kalchuri Nagar, Raisen Road, Bhopal, Madhya Pradesh 462021",0755-3985300 | admission@lnct.ac.in,https://lnct.ac.in/,Madhya Pradesh
35,Oriental Institute of Science and Technology,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Electrical)",Bhopal,"Thakral Nagar, Raisen Road, Bhopal, Madhya Pradesh 462021",0755-2753310 | oistbpl@oriental.ac.in,https://oistbpl.com/,Madhya Pradesh
36,Sagar Institute of Research & Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical) + MBA",Bhopal,"Ayodhya Bypass Road, Bhopal, Madhya Pradesh 462041",0755-3983100 | sirtbhopal@sirtbhopal.ac.in,https://www.sirtbhopal.ac.in/,Madhya Pradesh
37,SAGE School of Engineering and Technology SAGE University,"B.Tech (Computer Science, Cyber Security, AI & ML, Cloud Computing, Data Science)",Bhopal,"Kailod Kartal, Indore-Dewas Bypass Road, Bhopal, Madhya Pradesh 462022",0755-6614400 | info@sageuniversity.in,https://sageuniversity.in/,Madhya Pradesh
38,Hitkarini College of Engineering & Technology,"B.Tech (Computer Science, Mechanical, Civil, Electronics & Communication, Electrical)",Jabalpur,"Hitkarini Hills, Dumna Road, Jabalpur, Madhya Pradesh 482005",0761-2600222 | hcetjbp@gmail.com,https://hcet.hitkarini.com/,Madhya Pradesh
39,Medi-Caps Institute of Technology & Management,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Electrical) + MBA",Indore,"A.B. Road, Pigdamber, Rau, Indore, Madhya Pradesh 453331",0731-4259500 | info@medicaps.ac.in,https://www.medicaps.ac.in/,Madhya Pradesh
40,Shri Vaishnav Institute of Technology and Science,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil, Electrical)",Indore,"Gram Baroli, Sanwer Road, Indore, Madhya Pradesh 453111",0731-2729071 | info@svvv.edu.in,https://www.svits.ac.in/,Madhya Pradesh
41,AKS University,"B.Tech (Civil, Mechanical, Mining, Cement Technology, Computer Science, Biotechnology) + MBA",Satna,"Panna Road, Sherganj, Satna, Madhya Pradesh 485001",07672-298008 | info@aksuniversity.ac.in,https://aksuniversity.ac.in/,Madhya Pradesh
42,Bhabha Engineering Research Institute,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical)",Bhopal,"Hoshangabad Road, Bhopal, Madhya Pradesh 462026",0755-4000391 | beriadmin@beri.in,https://www.beri.in/,Madhya Pradesh
43,Institute of Engineering & Science IPS Academy,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical, Fire Technology)",Indore,"Rajendra Nagar, A.B. Road, Indore, Madhya Pradesh 452012",0731-4014601 | director.ies@ipsacademy.org,https://ies.ipsacademy.org/,Madhya Pradesh
44,Truba Group of Institutions,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical) + MBA",Bhopal,"Karond-Gandhi Nagar Bypass Road, Bhopal, Madhya Pradesh 462038",0755-2734691 | info@trubainstitute.ac.in,https://www.trubainstitute.ac.in/,Madhya Pradesh
45,NRI Group of Institutions,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical) + MBA",Bhopal,"Sajjan Singh Nagar, Raisen Road, Bhopal, Madhya Pradesh 462021",0755-2684058 | contactus@nrigroupindia.com,https://www.nrigroupindia.com/,Madhya Pradesh
46,Lakshmi Narain College of Technology and Science,"B.Tech (Computer Science, Mechanical, Civil, Electronics)",Bhopal,"Kalchuri Nagar, Raisen Road, Bhopal, Madhya Pradesh 462021",0755-3985400 | lnctsbhopal@lnct.ac.in,https://lncts.ac.in/,Madhya Pradesh
47,Institute of Technology & Management,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, IT)",Gwalior,"NH-75, Sitholi, Gwalior, Madhya Pradesh 475001",0751-2436150 | info@itmgoi.in,https://itmgoi.in/,Madhya Pradesh
48,Amity University Gwalior,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil) + MBA",Gwalior,"Maharajpura (Opposite Airport), Gwalior, Madhya Pradesh 474005",0751-2496022 | info@gwa.amity.edu,https://www.amity.edu/gwalior/,Madhya Pradesh
49,Jaypee University of Engineering and Technology,"B.Tech (Civil, Computer Science, Electronics & Communication, Mechanical, Chemical)",Guna,"A-B Road, Raghogarh, Guna, Madhya Pradesh 473226",07544-267051 | registrar@juet.ac.in,https://www.juet.ac.in/,Madhya Pradesh
50,Millennium Group of Institutions,"B.Tech (Computer Science, Mechanical, Civil, Electronics)",Bhopal,"Millennium Campus, Nathu Barkheda Road, Bhopal, Madhya Pradesh 462044",0755-4026000 | info@milenium.ac.in,https://www.milenium.ac.in/,Madhya Pradesh
51,Shivajirao Kadam Institute of Technology & Management,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil) + MBA",Indore,"Gram Kanadiya, Bypass Road, Indore, Madhya Pradesh 452016",Not Available (after search),https://skitm.in/,Madhya Pradesh
52,Sushila Devi Bansal College of Technology,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical)",Indore,"Umaria, A.B. Road, Indore, Madhya Pradesh 453331",07324-266277 | sdbct@sdbct.ac.in,https://www.sdbct.ac.in/,Madhya Pradesh
53,Lord Krishna College of Engineering,"B.Tech (Computer Science, Mechanical, Civil, Electronics)",Indore,"Rau Pithampur Bypass Road, Indore, Madhya Pradesh 453332",Not Available (after search),Not Available (after search),Madhya Pradesh
54,Maharana Pratap College of Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, IT)",Gwalior,"Putlighar Road, Near Jiwaji University, Gwalior, Madhya Pradesh 474006",0751-2381900 | info@mpct.org,https://mpct.org/,Madhya Pradesh
55,Vindhya Institute of Technology and Science,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical)",Satna,"Amoudha, Satna, Madhya Pradesh 485441",07672-223361 | vits.satna@gmail.com,https://vitsdpr.ac.in/,Madhya Pradesh
56,Madhyanchal Professional University,"B.Tech (Computer Science, Mining, Civil, Mechanical) + MBA",Bhopal,"Bhadbhada Road, Ratibad, Bhopal, Madhya Pradesh 462044",0755-2896281 | info@mpu.ac.in,https://www.mpu.ac.in/,Madhya Pradesh
57,VIT Bhopal University,"B.Tech (Computer Science, AI & ML, Cyber Security, Cloud Computing, Gaming Technology) + MBA",Bhopal,"Bhopal-Indore Highway, Kothrikalan, Sehore, Madhya Pradesh 466114",07560-252582 | admissions@vitbhopal.ac.in,https://vitbhopal.ac.in/,Madhya Pradesh
58,Oriental University,"B.Tech (Computer Science, Mechanical, Civil, Electrical) + MBA",Indore,"Sanwer Road, Jakhya, Indore, Madhya Pradesh 453555",0731-2448700 | info@orientaluniversity.in,https://ou.edu.in/,Madhya Pradesh
59,Prestige Institute of Engineering Management and Research,"B.Tech (Computer Science, AI & DS, Mechanical, Civil)",Indore,"Scheme No 74C, Sector D, Vijay Nagar, Indore, Madhya Pradesh 452010",0731-4013333 | piemar@prestigegwl.org,https://www.piemr.edu.in/,Madhya Pradesh
60,Mathuradevi Institute of Technology & Management,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil)",Indore,"Garipipliya, Aath Meel, Nemawar Road, Indore, Madhya Pradesh 452018",0731-2906800 | mathuradeviitm@gmail.com,https://mathuradeviitm.com/,Madhya Pradesh
61,Indian Institute of Management Indore,"PGDM / MBA (General, Rural Management)",Indore,"Prabandh Shikhar, Rau-Pithampur Road, Indore, Madhya Pradesh 453556",0731-2439666 | director@iimidr.ac.in,https://www.iimidr.ac.in/,Madhya Pradesh
62,Prestige Institute of Management and Research,"PGDM / MBA (Marketing, Finance, HR, Operations)",Indore,"Scheme No 54, Near Bombay Hospital, Indore, Madhya Pradesh 452010",0731-4012222 | pimr_ug@pimrindore.ac.in,https://www.pimrindore.ac.in/,Madhya Pradesh
63,Jaipuria Institute of Management,"PGDM (Marketing, Finance, HR, Operations, Business Analytics)",Indore,"Dakachaya, Indore Dewas Highway, Indore, Madhya Pradesh 453771",0731-3069300 | indore@jaipuria.ac.in,https://www.jaipuria.ac.in/indore/,Madhya Pradesh
64,Lal Bahadur Shastri Institute of Technology and Management,"PGDM (Marketing, Finance, HR)",Indore,"Gram Bakra Khedi, Nemawar Road, Indore, Madhya Pradesh 452018",Not Available (after search),https://lbsitm.ac.in/,Madhya Pradesh
65,Institute of Management Studies DAVV,"MBA (Marketing, Finance, HR, IT, Disaster Management)",Indore,"Takshashila Campus, Khandwa Road, Indore, Madhya Pradesh 452001",0731-2478800 | director_ims@dauniv.ac.in,https://www.imsdavv.edu.in/,Madhya Pradesh
66,Acropolis Faculty of Management and Research,"MBA (Marketing, Finance, HR, Operations)",Indore,"Bypass Road, Manglia Square, Indore, Madhya Pradesh 453771",0731-4730000 | info@acropolis.in,https://acropolis.in/,Madhya Pradesh
67,Acropolis Institute of Technology and Research,"B.Tech (Computer Science, IT, Civil, Mechanical) + MBA",Indore,"Bypass Road, Manglia Square, Indore, Madhya Pradesh 453771",0731-4730000 | info@acropolis.in,https://aitr.ac.in/,Madhya Pradesh
68,Astral Institute of Technology and Research,"B.Tech (Computer Science, Mechanical, Civil)",Sagar,"Bypass Road, Kailod Kartal, Indore, Madhya Pradesh 452020",Not Available (after search),Not Available (after search),Madhya Pradesh
69,Bhabha University,"B.Tech (Computer Science, Mechanical, Civil) + MBA",Bhopal,"Jatkhedi, Hoshangabad Road, Bhopal, Madhya Pradesh 462026",0755-4005415 | info@bhabhauniversity.edu.in,https://www.bhabhauniversity.edu.in/,Madhya Pradesh
70,Bansal Group of Institutes,"B.Tech (Computer Science, Mechanical, Civil) + MBA",Bhopal,"Kokta, Anand Nagar, Bhopal, Madhya Pradesh 462021",0755-2900694 | bansalgroupin@gmail.com,https://www.bansalgroup.in/,Madhya Pradesh
71,Chameli Devi School of Engineering,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil)",Indore,"Umrikheda, Khandwa Road, Indore, Madhya Pradesh 452020",0731-4243600 | info@cdgi.edu.in,https://cdgi.edu.in/,Madhya Pradesh
72,Guru Ramdas Khalsa Institute of Science & Technology,"B.Tech (Computer Science, Mechanical, Civil)",Jabalpur,"Kukrikheda, Barela Road, Jabalpur, Madhya Pradesh 483001",0761-2902866 | grkistdeg@yahoo.com,https://www.grkist.com/,Madhya Pradesh
73,IES College of Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil, Electrical)",Bhopal,"Ratibad Main Road, Bhopal, Madhya Pradesh 462044",9229251478 | iesbpl@gmail.com,https://ict.iesbpl.ac.in/,Madhya Pradesh
74,Indore Institute of Management & Research,"MBA (Marketing, Finance, HR)",Indore,"Pithampur Road, Rau, Indore, Madhya Pradesh 453331",0731-4014601 | iimr@indoreinstitute.com,https://indoreinstitute.com/iimr/,Madhya Pradesh
75,Jagran Lakecity University,"B.Tech (Computer Science, AI & ML) + MBA",Bhopal,"Mugaliyachap, Bhopal, Madhya Pradesh 462044",0755-6611100 | info@jlu.edu.in,https://jlu.edu.in/,Madhya Pradesh
76,LNCT University,"B.Tech (Computer Science, Mechanical, Civil) + MBA",Bhopal,"J K Town, Kolar Road, Bhopal, Madhya Pradesh 462042",0755-4049600 | admission@lnctu.ac.in,https://lnctu.ac.in/,Madhya Pradesh
77,Mansarovar Global University,"B.Tech (Computer Science, Mining, Civil) + MBA",Sehore,"Billkisganj, Sehore, Madhya Pradesh 466111",07562-292220 | info@mguindia.com,https://mguindia.com/,Madhya Pradesh
78,People's University,"B.Tech (Computer Science, Mechanical, Civil) + MBA",Bhopal,"People's Campus, Bhanpur, Bhopal, Madhya Pradesh 462037",0755-4005200 | info@peoplesuniversity.edu.in,https://www.peoplesuniversity.edu.in/,Madhya Pradesh
79,Rabindranath Tagore University,"B.Tech (Computer Science, Mechanical, Civil) + MBA",Bhopal,"Mendua, Bhopal-Chiklod Road, Raisen, Madhya Pradesh 464993",0755-2700400 | info@rntu.ac.in,https://rntu.ac.in/,Madhya Pradesh
80,Sage University Indore,"B.Tech (Computer Science, AI & ML, Cyber Security, Cloud Computing) + MBA",Indore,"Indore-Dewas Bypass Road, Indore, Madhya Pradesh 452020",0731-2906986 | admission@sageuniversity.in,https://sageuniversity.in/,Madhya Pradesh
81,Sage University Bhopal,"B.Tech (Computer Science, AI & ML, Cyber Security) + MBA",Bhopal,"Sahara Bypass Road, Katara Hills, Bhopal, Madhya Pradesh 462022",0755-6614400 | info@sageuniversity.edu.in,https://sageuniversity.edu.in/,Madhya Pradesh
82,Sarvepalli Radhakrishnan University,"B.Tech (Computer Science, Mechanical, Civil) + MBA",Bhopal,"NH-12, Hoshangabad Road, Jatkhedi, Bhopal, Madhya Pradesh 462026",0755-4956274 | info@srku.edu.in,https://srku.edu.in/,Madhya Pradesh
83,Shri Atal Bihari Vajpayee Govt Arts and Commerce College,MBA,Indore,"A.B. Road, Indore, Madhya Pradesh 452017",0731-2366257 | hegacainmp@mp.gov.in,Not Available (after search),Madhya Pradesh
84,Sri Aurobindo Institute of Technology,"B.Tech (Computer Science, IT, Electronics & Communication, Mechanical, Civil)",Indore,"Indore-Ujjain Highway, Indore, Madhya Pradesh 453555",0731-4231602 | info@sait.ac.in,https://sait.ac.in/,Madhya Pradesh
85,Swami Vivekanand College of Engineering,"B.Tech (Computer Science, IT, Mechanical, Civil)",Indore,"Khandwa Road, Indore, Madhya Pradesh 452020",0731-3296144 | info@svceindore.ac.in,https://svceindore.ac.in/,Madhya Pradesh
86,Swami Vivekanand University,"B.Tech (Civil, Mechanical, Mining) + MBA",Sagar,"NH 26, Narsinghpur Road, Sironja, Sagar, Madhya Pradesh 470228",07582-281352 | info@svnuniversity.co.in,https://www.svnuniversity.co.in/,Madhya Pradesh
87,Techno Global Balaghat,"B.Tech (Computer Science, Mechanical, Civil)",Balaghat,"Lateri Road, Sironja, Balaghat, Madhya Pradesh 481001",Not Available (after search),Not Available (after search),Madhya Pradesh
88,Vaishnavi Institute of Technology and Science,"B.Tech (Computer Science, Mechanical, Civil)",Bhopal,"Mendua, Bheraghat Road, Bhopal, Madhya Pradesh 464551",0755-2743015 | info@vitsbhopal.com,https://vitsbhopal.com/,Madhya Pradesh
89,Vikrant University,"B.Tech (Computer Science, Fire Technology, Civil) + MBA",Gwalior,"Chitora Road, Gwalior, Madhya Pradesh 475001",0751-4085886 | info@vikrantuniversity.in,https://www.vikrantuniversity.in/,Madhya Pradesh
90,VNS Group of Institutions,"B.Tech (Computer Science, Mechanical) + MBA",Bhopal,"VNS Campus, Neelbud, Bhopal, Madhya Pradesh 462044",0755-2696654 | vnscollege@gmail.com,https://www.vns.ac.in/,Madhya Pradesh
91,Aditya College of Technology & Science,"B.Tech (Computer Science, Mechanical, Civil, Mining)",Satna,"Satna-Semariya Chowk, Satna, Madhya Pradesh 485001",07672-238100 | info@adityacollege.in,https://adityacollege.in/,Madhya Pradesh
92,Alpine Institute of Technology,"B.Tech (Computer Science, Mechanical, Civil, Electrical)",Ujjain,"Gram Chandesara Dewas Road, Ujjain, Madhya Pradesh 456010",0734-2503417 | aitujn@yahoo.com,https://www.alpinecollege.in/,Madhya Pradesh
93,All Saints' College of Technology,"B.Tech (Computer Science, Electronics & Communication, Mechanical, Civil)",Bhopal,"Facing International Airport, Gandhi Nagar, Bhopal, Madhya Pradesh 462036",0755-2645645 | asctbhopal@gmail.com,https://www.asctbhopal.com/,Madhya Pradesh
94,Annie Institute of Technology and Research Centre,"B.Tech (Mechanical, Civil)",Chhindwara,"Khairi, Chhindwara, Madhya Pradesh 480001",Not Available (after search),Not Available (after search),Madhya Pradesh
95,Astral Institute of Technology and Research,"B.Tech (Computer Science, Mechanical, Civil)",Indore,"Kailod Kartal Bypass Road, Indore, Madhya Pradesh 452020",0731-4023000 | info@astral.ac.in,https://www.astral.ac.in/,Madhya Pradesh
96,Bagula Mukhi College of Technology,"B.Tech (Computer Science, Mechanical, Civil)",Bhopal,"Mugaliya Kot, Sukhi Sewaniya, Vidisha Road, Bhopal, Madhya Pradesh 462043",Not Available (after search),Not Available (after search),Madhya Pradesh
97,Balaji Institute of Technology,"B.Tech (Civil, Mechanical)",Barwani,"Barwani, Madhya Pradesh 451551",Not Available (after search),Not Available (after search),Madhya Pradesh
98,BETI Bhopal,"B.Tech (Computer Science, Civil)",Bhopal,"Bhopal, Madhya Pradesh",Not Available (after search),Not Available (after search),Madhya Pradesh
99,Bhartiya Vidya Mandir College of Technology and Management,"B.Tech (Computer Science, Electronics & Communication)",Gwalior,"Shivpuri Link Road, Gwalior, Madhya Pradesh 474011",0751-2340120 | info@bvmctm.com,https://bvmctm.org/,Madhya Pradesh
100,Bhopal Institute of Technology & Management,"B.Tech (Computer Science, Mechanical, Civil)",Bhopal,"Bangrasia Chouraha, BHEL, Bhopal, Madhya Pradesh 462045",07480-262322 | bitmcollege@gmail.com,https://bitm.ac.in/,Madhya Pradesh
